experiment_block,severity,strategy,method,metric,n,mean,std,ci95_low,ci95_high
downstream_global,0.25,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,degradation_area,30,0.04572916666666667,0.027432110414581174,0.03581966145833333,0.05526041666666667
downstream_global,0.5,mmd_rbf_triggered_adaptation,MMD-RBF,degradation_area,30,0.02138020833333333,0.0025970628683928804,0.020494791666666665,0.022304687499999996
downstream_global,0.5,no_adaptation,No adaptation,degradation_area,30,0.14808593749999996,0.009396499010932004,0.1448697916666667,0.15147167968749997
downstream_global,0.5,oracle_adaptation,Oracle adaptation,degradation_area,30,0.0,0.0,0.0,0.0
downstream_global,0.5,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,degradation_area,30,0.022447916666666668,0.00571594690189412,0.02072916666666667,0.024817708333333334
downstream_global,0.5,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,degradation_area,30,0.022695312500000002,0.005745892797902623,0.02098958333333333,0.024960937499999995
downstream_global,0.75,mmd_rbf_triggered_adaptation,MMD-RBF,degradation_area,30,0.035338541666666674,0.0035797453259162923,0.03407552083333333,0.03658854166666667
downstream_global,0.75,no_adaptation,No adaptation,degradation_area,30,0.23270833333333332,0.01297096232514941,0.22880208333333332,0.23780013020833332
downstream_global,0.75,oracle_adaptation,Oracle adaptation,degradation_area,30,0.0,0.0,0.0,0.0
downstream_global,0.75,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,degradation_area,30,0.035338541666666674,0.0035797453259162923,0.0341015625,0.036640624999999996
downstream_global,0.75,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,degradation_area,30,0.035338541666666674,0.0035797453259162923,0.034140625,0.03658854166666666
downstream_global,1.0,mmd_rbf_triggered_adaptation,MMD-RBF,degradation_area,30,0.046888020833333335,0.004473240982676701,0.04541666666666667,0.04852897135416667
downstream_global,1.0,no_adaptation,No adaptation,degradation_area,30,0.3152994791666666,0.020109982685526086,0.3091793619791667,0.32356835937499995
downstream_global,1.0,oracle_adaptation,Oracle adaptation,degradation_area,30,0.0,0.0,0.0,0.0
downstream_global,1.0,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,degradation_area,30,0.046888020833333335,0.004473240982676701,0.04548177083333334,0.048554687500000006
downstream_global,1.0,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,degradation_area,30,0.046888020833333335,0.004473240982676701,0.04544270833333334,0.04858072916666666
downstream_global,0.1,mmd_rbf_triggered_adaptation,MMD-RBF,adaptation_gain_vs_no_adapt,30,0.0019010416666666598,0.006269109167207012,0.0,0.0044010416666666495
downstream_global,0.1,no_adaptation,No adaptation,adaptation_gain_vs_no_adapt,30,0.0,0.0,0.0,0.0
downstream_global,0.1,oracle_adaptation,Oracle adaptation,adaptation_gain_vs_no_adapt,30,0.02325520833333331,0.01941878539927001,0.01566406249999999,0.027630208333333312
downstream_global,0.1,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,adaptation_gain_vs_no_adapt,30,0.0015234374999999899,0.004663134862336965,0.0,0.003425130208333301
downstream_global,0.1,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,adaptation_gain_vs_no_adapt,30,0.0018749999999999867,0.004934025608112334,0.0003515624999999967,0.0037373046874999687
downstream_global,0.25,mmd_rbf_triggered_adaptation,MMD-RBF,adaptation_gain_vs_no_adapt,30,0.04299479166666663,0.02568513573435361,0.033905924479166655,0.05135449218749996
downstream_global,0.25,no_adaptation,No adaptation,adaptation_gain_vs_no_adapt,30,0.0,0.0,0.0,0.0
downstream_global,0.25,oracle_adaptation,Oracle adaptation,adaptation_gain_vs_no_adapt,30,0.06794270833333328,0.017853280287048124,0.060898111979166634,0.0724479166666666
downstream_global,0.25,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,adaptation_gain_vs_no_adapt,30,0.02332031249999998,0.027947489315589477,0.013774414062499992,0.032930664062499976
downstream_global,0.25,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,adaptation_gain_vs_no_adapt,30,0.023177083333333313,0.02781674746399322,0.013736979166666663,0.033203450520833316
downstream_global,0.5,mmd_rbf_triggered_adaptation,MMD-RBF,adaptation_gain_vs_no_adapt,30,0.12670572916666661,0.007679007218454817,0.12417968749999998,0.12949218749999994
downstream_global,0.5,no_adaptation,No adaptation,adaptation_gain_vs_no_adapt,30,0.0,0.0,0.0,0.0
downstream_global,0.5,oracle_adaptation,Oracle adaptation,adaptation_gain_vs_no_adapt,30,0.14808593749999996,0.009396499010932,0.14493489583333333,0.1515494791666666
downstream_global,0.5,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,adaptation_gain_vs_no_adapt,30,0.12563802083333328,0.00861178269040567,0.12260384114583328,0.12871093749999996
downstream_global,0.5,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,adaptation_gain_vs_no_adapt,30,0.12539062499999995,0.008679043809933285,0.12234374999999999,0.1285286458333333
downstream_global,0.75,mmd_rbf_triggered_adaptation,MMD-RBF,adaptation_gain_vs_no_adapt,30,0.19736979166666666,0.010972529599003416,0.1940364583333333,0.20175813802083328
downstream_global,0.75,no_adaptation,No adaptation,adaptation_gain_vs_no_adapt,30,0.0,0.0,0.0,0.0
downstream_global,0.75,oracle_adaptation,Oracle adaptation,adaptation_gain_vs_no_adapt,30,0.23270833333333324,0.012970962325149429,0.22881510416666664,0.23795572916666663
downstream_global,0.75,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,adaptation_gain_vs_no_adapt,30,0.19736979166666666,0.010972529599003416,0.19407519531249992,0.20160156249999994
downstream_global,0.75,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,adaptation_gain_vs_no_adapt,30,0.19736979166666666,0.010972529599003416,0.19411458333333328,0.2017190755208333
downstream_global,1.0,mmd_rbf_triggered_adaptation,MMD-RBF,adaptation_gain_vs_no_adapt,30,0.26841145833333335,0.01636538338666714,0.26352832031249995,0.2746227213541667
downstream_global,1.0,no_adaptation,No adaptation,adaptation_gain_vs_no_adapt,30,0.0,0.0,0.0,0.0
downstream_global,1.0,oracle_adaptation,Oracle adaptation,adaptation_gain_vs_no_adapt,30,0.3152994791666666,0.020109982685526093,0.30940006510416673,0.3231380208333334
downstream_global,1.0,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,adaptation_gain_vs_no_adapt,30,0.26841145833333335,0.01636538338666714,0.26341113281249995,0.27490950520833335
downstream_global,1.0,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,adaptation_gain_vs_no_adapt,30,0.26841145833333335,0.01636538338666714,0.2635026041666666,0.27484407552083334
downstream_global,0.1,mmd_rbf_triggered_adaptation,MMD-RBF,clean_downstream_adaptation,30,0.06666666666666667,0.2537081317024624,0.0,0.16666666666666666
downstream_global,0.1,no_adaptation,No adaptation,clean_downstream_adaptation,30,0.0,0.0,0.0,0.0
downstream_global,0.1,oracle_adaptation,Oracle adaptation,clean_downstream_adaptation,30,0.0,0.0,0.0,0.0
downstream_global,0.1,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,clean_downstream_adaptation,30,0.06666666666666667,0.2537081317024625,0.0,0.16666666666666666
downstream_global,0.1,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,clean_downstream_adaptation,30,0.1,0.30512857662936466,0.0,0.2008333333333212
downstream_global,0.25,mmd_rbf_triggered_adaptation,MMD-RBF,clean_downstream_adaptation,30,0.8,0.4068381021724862,0.6333333333333333,0.9333333333333333
downstream_global,0.25,no_adaptation,No adaptation,clean_downstream_adaptation,30,0.0,0.0,0.0,0.0
downstream_global,0.25,oracle_adaptation,Oracle adaptation,clean_downstream_adaptation,30,0.0,0.0,0.0,0.0
downstream_global,0.25,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,clean_downstream_adaptation,30,0.4,0.49827287912243984,0.23333333333333334,0.5666666666666667
downstream_global,0.25,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,clean_downstream_adaptation,30,0.4,0.49827287912243984,0.23333333333333334,0.5666666666666667
downstream_global,0.5,mmd_rbf_triggered_adaptation,MMD-RBF,clean_downstream_adaptation,30,1.0,0.0,1.0,1.0
downstream_global,0.5,no_adaptation,No adaptation,clean_downstream_adaptation,30,0.0,0.0,0.0,0.0
downstream_global,0.5,oracle_adaptation,Oracle adaptation,clean_downstream_adaptation,30,0.0,0.0,0.0,0.0
downstream_global,0.5,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,clean_downstream_adaptation,30,0.9666666666666667,0.18257418583505533,0.9,1.0
downstream_global,0.5,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,clean_downstream_adaptation,30,0.9666666666666667,0.18257418583505533,0.9,1.0
downstream_global,0.75,mmd_rbf_triggered_adaptation,MMD-RBF,clean_downstream_adaptation,30,0.9666666666666667,0.18257418583505533,0.9,1.0
downstream_global,0.75,no_adaptation,No adaptation,clean_downstream_adaptation,30,0.0,0.0,0.0,0.0
downstream_global,0.75,oracle_adaptation,Oracle adaptation,clean_downstream_adaptation,30,0.0,0.0,0.0,0.0
downstream_global,0.75,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,clean_downstream_adaptation,30,0.9666666666666667,0.18257418583505533,0.9,1.0
downstream_global,0.75,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,clean_downstream_adaptation,30,0.9666666666666667,0.18257418583505533,0.9,1.0
downstream_global,1.0,mmd_rbf_triggered_adaptation,MMD-RBF,clean_downstream_adaptation,30,0.9333333333333333,0.2537081317024625,0.8333333333333334,1.0
downstream_global,1.0,no_adaptation,No adaptation,clean_downstream_adaptation,30,0.0,0.0,0.0,0.0
downstream_global,1.0,oracle_adaptation,Oracle adaptation,clean_downstream_adaptation,30,0.0,0.0,0.0,0.0
downstream_global,1.0,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,clean_downstream_adaptation,30,0.9666666666666667,0.18257418583505533,0.9,1.0
downstream_global,1.0,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,clean_downstream_adaptation,30,0.9666666666666667,0.18257418583505533,0.9,1.0
downstream_global,0.1,mmd_rbf_triggered_adaptation,MMD-RBF,clean_adaptation_gain,30,0.00106770833333333,0.004506581060383518,0.0,0.00291666666666666
downstream_global,0.1,no_adaptation,No adaptation,clean_adaptation_gain,30,0.0,0.0,0.0,0.0
downstream_global,0.1,oracle_adaptation,Oracle adaptation,clean_adaptation_gain,30,0.0,0.0,0.0,0.0
downstream_global,0.1,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,clean_adaptation_gain,30,0.0010286458333333267,0.003931067892564521,0.0,0.0026171874999999832
downstream_global,0.1,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,clean_adaptation_gain,30,0.0013802083333333234,0.004291034104844253,0.0,0.00302083333333331
downstream_global,0.25,mmd_rbf_triggered_adaptation,MMD-RBF,clean_adaptation_gain,30,0.04371093749999996,0.024074355338428832,0.03505143229166662,0.05149804687499997
downstream_global,0.25,no_adaptation,No adaptation,clean_adaptation_gain,30,0.0,0.0,0.0,0.0
downstream_global,0.25,oracle_adaptation,Oracle adaptation,clean_adaptation_gain,30,0.0,0.0,0.0,0.0
downstream_global,0.25,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,clean_adaptation_gain,30,0.021210937499999985,0.027205653047701037,0.012031249999999993,0.031003580729166636
downstream_global,0.25,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,clean_adaptation_gain,30,0.02106770833333332,0.02705978111508014,0.011744791666666659,0.03082031249999997
downstream_global,0.5,mmd_rbf_triggered_adaptation,MMD-RBF,clean_adaptation_gain,30,0.12670572916666661,0.007679007218454817,0.1241536458333333,0.1294664713541666
downstream_global,0.5,no_adaptation,No adaptation,clean_adaptation_gain,30,0.0,0.0,0.0,0.0
downstream_global,0.5,oracle_adaptation,Oracle adaptation,clean_adaptation_gain,30,0.0,0.0,0.0,0.0
downstream_global,0.5,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,clean_adaptation_gain,30,0.12149739583333329,0.024508461536429257,0.11162727864583331,0.12808593749999997
downstream_global,0.5,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,clean_adaptation_gain,30,0.12124999999999996,0.024488942281085474,0.11131412760416663,0.12778678385416664
downstream_global,0.75,mmd_rbf_triggered_adaptation,MMD-RBF,clean_adaptation_gain,30,0.1907942708333333,0.03766879040797114,0.17558430989583326,0.20059928385416664
downstream_global,0.75,no_adaptation,No adaptation,clean_adaptation_gain,30,0.0,0.0,0.0,0.0
downstream_global,0.75,oracle_adaptation,Oracle adaptation,clean_adaptation_gain,30,0.0,0.0,0.0,0.0
downstream_global,0.75,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,clean_adaptation_gain,30,0.19087239583333332,0.03768007502203304,0.17510319010416658,0.2005865885416666
downstream_global,0.75,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,clean_adaptation_gain,30,0.19087239583333332,0.03768007502203304,0.1757418619791666,0.20046874999999992
downstream_global,1.0,mmd_rbf_triggered_adaptation,MMD-RBF,clean_adaptation_gain,30,0.2511197916666667,0.07014720553276028,0.22235579427083327,0.2715888671875
downstream_global,1.0,no_adaptation,No adaptation,clean_adaptation_gain,30,0.0,0.0,0.0,0.0
downstream_global,1.0,oracle_adaptation,Oracle adaptation,clean_adaptation_gain,30,0.0,0.0,0.0,0.0
downstream_global,1.0,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,clean_adaptation_gain,30,0.2596484375,0.05168787717822759,0.23911425781249995,0.2734248046875
downstream_global,1.0,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,clean_adaptation_gain,30,0.2596484375,0.05168787717822759,0.23874837239583335,0.2734251302083333
downstream_global,0.1,mmd_rbf_triggered_adaptation,MMD-RBF,false_alarm_any,30,0.03333333333333333,0.18257418583505533,0.0,0.1
downstream_global,0.1,no_adaptation,No adaptation,false_alarm_any,30,0.0,0.0,0.0,0.0
downstream_global,0.1,oracle_adaptation,Oracle adaptation,false_alarm_any,30,0.0,0.0,0.0,0.0
downstream_global,0.1,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,false_alarm_any,30,0.06666666666666667,0.2537081317024624,0.0,0.16666666666666666
downstream_global,0.1,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,false_alarm_any,30,0.06666666666666667,0.2537081317024624,0.0,0.16666666666666666
downstream_global,0.25,mmd_rbf_triggered_adaptation,MMD-RBF,false_alarm_any,30,0.0,0.0,0.0,0.0
downstream_global,0.25,no_adaptation,No adaptation,false_alarm_any,30,0.0,0.0,0.0,0.0
downstream_global,0.25,oracle_adaptation,Oracle adaptation,false_alarm_any,30,0.0,0.0,0.0,0.0
downstream_global,0.25,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,false_alarm_any,30,0.03333333333333333,0.18257418583505533,0.0,0.1
downstream_global,0.25,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,false_alarm_any,30,0.03333333333333333,0.18257418583505533,0.0,0.1
downstream_global,0.5,mmd_rbf_triggered_adaptation,MMD-RBF,false_alarm_any,30,0.0,0.0,0.0,0.0
downstream_global,0.5,no_adaptation,No adaptation,false_alarm_any,30,0.0,0.0,0.0,0.0
downstream_global,0.5,oracle_adaptation,Oracle adaptation,false_alarm_any,30,0.0,0.0,0.0,0.0
downstream_global,0.5,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,false_alarm_any,30,0.03333333333333333,0.18257418583505533,0.0,0.1
downstream_global,0.5,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,false_alarm_any,30,0.03333333333333333,0.18257418583505533,0.0,0.1
downstream_global,0.75,mmd_rbf_triggered_adaptation,MMD-RBF,false_alarm_any,30,0.03333333333333333,0.18257418583505533,0.0,0.1
downstream_global,0.75,no_adaptation,No adaptation,false_alarm_any,30,0.0,0.0,0.0,0.0
downstream_global,0.75,oracle_adaptation,Oracle adaptation,false_alarm_any,30,0.0,0.0,0.0,0.0
downstream_global,0.75,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,false_alarm_any,30,0.03333333333333333,0.18257418583505533,0.0,0.1
downstream_global,0.75,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,false_alarm_any,30,0.03333333333333333,0.18257418583505533,0.0,0.1
downstream_global,1.0,mmd_rbf_triggered_adaptation,MMD-RBF,false_alarm_any,30,0.06666666666666667,0.2537081317024625,0.0,0.16666666666666666
downstream_global,1.0,no_adaptation,No adaptation,false_alarm_any,30,0.0,0.0,0.0,0.0
downstream_global,1.0,oracle_adaptation,Oracle adaptation,false_alarm_any,30,0.0,0.0,0.0,0.0
downstream_global,1.0,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,false_alarm_any,30,0.03333333333333333,0.18257418583505533,0.0,0.1
downstream_global,1.0,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,false_alarm_any,30,0.03333333333333333,0.18257418583505533,0.0,0.1
downstream_global,0.1,mmd_rbf_triggered_adaptation,MMD-RBF,triggered_post,30,0.1,0.30512857662936466,0.0,0.23333333333333334
downstream_global,0.1,no_adaptation,No adaptation,triggered_post,30,0.0,0.0,0.0,0.0
downstream_global,0.1,oracle_adaptation,Oracle adaptation,triggered_post,30,1.0,0.0,1.0,1.0
downstream_global,0.1,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,triggered_post,30,0.1,0.30512857662936466,0.0,0.23333333333333334
downstream_global,0.1,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,triggered_post,30,0.13333333333333333,0.34574590364176044,0.03333333333333333,0.26666666666666666
downstream_global,0.25,mmd_rbf_triggered_adaptation,MMD-RBF,triggered_post,30,0.8333333333333334,0.3790490217894517,0.6666666666666666,0.9666666666666667
downstream_global,0.25,no_adaptation,No adaptation,triggered_post,30,0.0,0.0,0.0,0.0
downstream_global,0.25,oracle_adaptation,Oracle adaptation,triggered_post,30,1.0,0.0,1.0,1.0
downstream_global,0.25,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,triggered_post,30,0.43333333333333335,0.5040069329937308,0.26666666666666666,0.6
downstream_global,0.25,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,triggered_post,30,0.43333333333333335,0.5040069329937308,0.26666666666666666,0.6
downstream_global,0.5,mmd_rbf_triggered_adaptation,MMD-RBF,triggered_post,30,1.0,0.0,1.0,1.0
downstream_global,0.5,no_adaptation,No adaptation,triggered_post,30,0.0,0.0,0.0,0.0
downstream_global,0.5,oracle_adaptation,Oracle adaptation,triggered_post,30,1.0,0.0,1.0,1.0
downstream_global,0.5,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,triggered_post,30,1.0,0.0,1.0,1.0
downstream_global,0.5,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,triggered_post,30,1.0,0.0,1.0,1.0
downstream_global,0.75,mmd_rbf_triggered_adaptation,MMD-RBF,triggered_post,30,1.0,0.0,1.0,1.0
downstream_global,0.75,no_adaptation,No adaptation,triggered_post,30,0.0,0.0,0.0,0.0
downstream_global,0.75,oracle_adaptation,Oracle adaptation,triggered_post,30,1.0,0.0,1.0,1.0
downstream_global,0.75,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,triggered_post,30,1.0,0.0,1.0,1.0
downstream_global,0.75,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,triggered_post,30,1.0,0.0,1.0,1.0
downstream_global,1.0,mmd_rbf_triggered_adaptation,MMD-RBF,triggered_post,30,1.0,0.0,1.0,1.0
downstream_global,1.0,no_adaptation,No adaptation,triggered_post,30,0.0,0.0,0.0,0.0
downstream_global,1.0,oracle_adaptation,Oracle adaptation,triggered_post,30,1.0,0.0,1.0,1.0
downstream_global,1.0,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,triggered_post,30,1.0,0.0,1.0,1.0
downstream_global,1.0,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,triggered_post,30,1.0,0.0,1.0,1.0
downstream_global,0.1,mmd_rbf_triggered_adaptation,MMD-RBF,trigger_delay_windows,3,5.666666666666667,6.350852961085883,2.0,13.0
downstream_global,0.1,oracle_adaptation,Oracle adaptation,trigger_delay_windows,30,0.0,0.0,0.0,0.0
downstream_global,0.1,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,trigger_delay_windows,3,8.666666666666666,2.081665999466133,7.0,11.0
downstream_global,0.1,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,trigger_delay_windows,4,9.5,2.3804761428476167,7.5,11.5
downstream_global,0.25,mmd_rbf_triggered_adaptation,MMD-RBF,trigger_delay_windows,25,3.68,2.824299323136035,2.72,4.92
downstream_global,0.25,oracle_adaptation,Oracle adaptation,trigger_delay_windows,30,0.0,0.0,0.0,0.0
downstream_global,0.25,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,trigger_delay_windows,13,4.153846153846154,2.7032743678162428,2.923076923076923,5.6923076923076925
downstream_global,0.25,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,trigger_delay_windows,13,4.230769230769231,2.743290182543769,2.923076923076923,5.769230769230769
downstream_global,0.5,mmd_rbf_triggered_adaptation,MMD-RBF,trigger_delay_windows,30,2.0,0.0,2.0,2.0
downstream_global,0.5,oracle_adaptation,Oracle adaptation,trigger_delay_windows,30,0.0,0.0,0.0,0.0
downstream_global,0.5,qk_mmd_pauli_xz_triggered_adaptation,QK-MMD PauliXZ,trigger_delay_windows,30,2.1333333333333333,0.5713464637233656,2.0,2.3666666666666667
downstream_global,0.5,qk_mmd_zz_triggered_adaptation,QK-MMD ZZ,trigger_delay_windows,30,2.1666666666666665,0.5920934999167601,2.0,2.4
downstream_global,0.75,mmd_rbf_triggered_adaptation,MMD-RBF,trigger_delay_windows,30,2.0,0.0,2.0,2.0
