method,n_seeds,mean_balanced_accuracy,std_balanced_accuracy,cumulative_error_area_mean,cumulative_error_area_std,mean_gain_vs_no_adapt,cumulative_gain_vs_no_adapt_mean,n_adaptations_mean,false_adaptations_mean,first_adaptation_window_mean,alarm_rate_mean,trigger_rate_mean,detector_runtime_sec_total_mean,fit_runtime_sec_total_mean,method_label,adaptation_efficiency_mean,adaptation_efficiency_std
qk_mmd_zz,30,0.8848255208333333,0.0108363488382612,11.517447916666669,1.0836348838261267,0.1188932291666666,11.889322916666666,3.1666666666666665,0.0,29.433333333333334,0.2333333333333333,0.0316666666666666,6.048712950064025,0.0230925933341495,QK-MMD ZZ,3.8807942708333334,0.9959425382407119
energy_distance,30,0.8847239583333334,0.0190439504563857,11.527604166666666,1.9043950456385692,0.1187916666666666,11.879166666666666,5.266666666666667,0.1666666666666666,11.966666666666669,0.3426666666666666,0.0526666666666666,0.0532729068732199,0.0462342366459779,Energy distance,2.3288585069444445,0.6980445232270674
jsd,30,0.8809921875000001,0.0215793029193901,11.90078125,2.1579302919390133,0.1150598958333333,11.505989583333331,3.6,0.0,22.8,0.2606666666666666,0.036,0.0214576399962728,0.0318886300044444,JSD,3.2826822916666667,0.9349230727549664
mmd_rbf,30,0.8799036458333334,0.0207612146918664,12.009635416666669,2.076121469186644,0.1139713541666666,11.397135416666666,4.1,0.0,22.633333333333333,0.2916666666666667,0.041,1.63803810995693,0.0299365866890487,MMD-RBF,2.8062543402777775,0.6274748844434699
qk_mmd_pauli_xz,30,0.8784739583333334,0.0243686418726394,12.152604166666666,2.43686418726394,0.1125416666666666,11.254166666666666,3.2,0.0,29.366666666666667,0.2309999999999999,0.032,6.416026426688768,0.0251106700006251,QK-MMD PauliXZ,3.5733506944444446,0.9970000615296742
ks_max,30,0.8772161458333334,0.0283752818809499,12.278385416666667,2.8375281880949936,0.1112838541666666,11.128385416666667,3.466666666666667,0.0,24.766666666666666,0.2526666666666666,0.0346666666666666,0.2025300132809206,0.0312988333442869,KS-max,3.2641753472222224,0.9026189283871061
no_adaptation,30,0.7659322916666667,0.0112952375116862,23.406770833333333,1.1295237511686165,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,No adaptation,,
