scenario,policy,candidate_size,ba_mean,ba_sd,recall_mean,fpr_mean,f1_mean,triggers_mean,candidates_mean,commits_mean,rejects_mean,labels_probe_mean,labels_candidate_mean
ps_full,naive,2000,0.9271875,0.010580754572439446,0.90134375,0.046968750000000004,0.923517134306792,2.7,2.7,2.7,0.0,0.0,10800.0
ps_full,naive,512,0.9219114583333333,0.011217076715015005,0.8982395833333334,0.05441666666666667,0.9182228601426685,2.7,2.7,2.7,0.0,0.0,2764.8
ps_full,never,n/a,0.8561822916666667,0.057503359062148,,,0.8375072251290158,0.0,0.0,0.0,0.0,0.0,0.0
ps_full,point,2000,0.9273802083333333,0.010602885147283256,0.9024322916666667,0.047671875,0.9237763961940826,2.8,2.8,2.6666666666666665,0.13333333333333333,89.6,11200.0
ps_full,point,512,0.9212578125,0.010729400206523946,0.8980833333333333,0.055567708333333334,0.9175656150754352,2.9,2.9,2.5,0.4,92.8,2969.6
ps_full,strict,2000,0.9267734375,0.010856596371439792,0.9032812499999999,0.049734375,0.9232272501199733,4.233333333333333,4.233333333333333,1.8333333333333333,2.4,135.46666666666667,16933.333333333332
ps_full,strict,512,0.9213385416666667,0.01153428329338038,0.898171875,0.05549479166666667,0.9175855223886558,3.933333333333333,3.933333333333333,1.9666666666666666,1.9666666666666666,125.86666666666666,4027.733333333333
ton_full,naive,2000,0.8476588541666668,0.007559131885841571,0.9734166666666667,0.27809895833333337,0.8652396487490545,2.033333333333333,2.033333333333333,2.033333333333333,0.0,0.0,8133.333333333333
ton_full,naive,512,0.84384375,0.007974542561670081,0.9715989583333333,0.28391145833333337,0.8621071080826653,2.033333333333333,2.033333333333333,2.033333333333333,0.0,0.0,2082.133333333333
ton_full,never,n/a,0.8370156249999999,0.018635644901922797,,,0.8537060674129541,0.0,0.0,0.0,0.0,0.0,0.0
ton_full,point,2000,0.8476328125,0.00759523181361386,0.9734999999999999,0.27823437500000003,0.8652284191377887,2.2,2.2,2.033333333333333,0.16666666666666666,70.4,8800.0
ton_full,point,512,0.8468489583333334,0.012111162154922039,0.9718697916666666,0.278171875,0.8646899527120772,2.3666666666666667,2.3666666666666667,2.033333333333333,0.3333333333333333,75.73333333333333,2423.4666666666667
ton_full,strict,2000,0.8452421875,0.007346539444092721,0.973125,0.282640625,0.8631422234748342,5.0,5.0,0.6666666666666666,4.333333333333333,160.0,20000.0
ton_full,strict,512,0.8455182291666666,0.009203086198886845,0.972265625,0.2812291666666667,0.8633239715960689,4.933333333333334,4.933333333333334,0.5666666666666667,4.366666666666666,157.86666666666667,5051.733333333334
unsw_full,naive,2000,0.8499973958333332,0.006503690311191258,0.975078125,0.2750833333333333,0.8675578773763185,2.033333333333333,2.033333333333333,2.033333333333333,0.0,0.0,8133.333333333333
unsw_full,naive,512,0.8332630208333334,0.006261092101368096,0.9785520833333333,0.3120260416666667,0.8553556681640266,2.033333333333333,2.033333333333333,2.033333333333333,0.0,0.0,2082.133333333333
unsw_full,never,n/a,0.810984375,0.010235775354972238,,,0.8401483865335718,0.0,0.0,0.0,0.0,0.0,0.0
unsw_full,point,2000,0.8495,0.00682185202165716,0.9755052083333333,0.2765052083333333,0.8672525588551289,2.3666666666666667,2.3666666666666667,2.0,0.36666666666666664,75.73333333333333,9466.666666666666
unsw_full,point,512,0.8333463541666667,0.00805008052922637,0.978375,0.3116822916666667,0.8554201842741527,2.6333333333333333,2.6333333333333333,1.8333333333333333,0.8,84.26666666666667,2696.5333333333333
unsw_full,strict,2000,0.8457890625,0.007539250237746446,0.9762239583333333,0.2846458333333333,0.8645669845555098,2.966666666666667,2.966666666666667,1.6333333333333333,1.3333333333333333,94.93333333333334,11866.666666666666
unsw_full,strict,512,0.8338307291666667,0.007269244537027099,0.979140625,0.31147916666666664,0.8558960486401154,3.533333333333333,3.533333333333333,1.3,2.2333333333333334,113.06666666666666,3618.133333333333
