source,tier,path,method,method_label,n_seeds,mean_balanced_accuracy,gain_vs_noadapt,error_area,n_adaptations,detector_runtime
paper2_ton_iot_injection_smoke_001,smoke,results\raw\paper2_ton_iot_injection_smoke_001\paper2_progressive_readaptation_summary.csv,qk_mmd_zz,QK-MMD ZZ,3,0.9114583333333334,-0.3541666666666667,1.7708333333333333,1.6666666666666667,1.4354304334459205
paper2_ton_iot_scanning_medium_001,medium,results\raw\paper2_ton_iot_scanning_medium_001\paper2_progressive_readaptation_summary.csv,energy_distance,Energy distance,10,0.9073359375,-1.27890625,9.26640625,1.3,0.0653709300095215
paper2_ton_iot_scanning_medium_001,medium,results\raw\paper2_ton_iot_scanning_medium_001\paper2_progressive_readaptation_summary.csv,jsd,JSD,10,0.889484375,-3.0640625,11.0515625,2.6,0.0265890198526904
paper2_ton_iot_scanning_medium_001,medium,results\raw\paper2_ton_iot_scanning_medium_001\paper2_progressive_readaptation_summary.csv,ks_max,KS-max,10,0.8781718749999999,-4.1953125,12.1828125,2.5,0.2634838701691478
paper2_ton_iot_scanning_medium_001,medium,results\raw\paper2_ton_iot_scanning_medium_001\paper2_progressive_readaptation_summary.csv,mmd_rbf,MMD-RBF,10,0.8752109375,-4.49140625,12.47890625,1.2,4.53577006966807
paper2_ton_iot_scanning_medium_001,medium,results\raw\paper2_ton_iot_scanning_medium_001\paper2_progressive_readaptation_summary.csv,no_adaptation,No adaptation,10,0.920125,0.0,7.9875,0.0,0.0
paper2_ton_iot_scanning_medium_001,medium,results\raw\paper2_ton_iot_scanning_medium_001\paper2_progressive_readaptation_summary.csv,qk_mmd_pauli_xz,QK-MMD PauliXZ,10,0.91390625,-0.621875,8.609375,2.8,7.470943329832517
paper2_ton_iot_scanning_medium_001,medium,results\raw\paper2_ton_iot_scanning_medium_001\paper2_progressive_readaptation_summary.csv,qk_mmd_zz,QK-MMD ZZ,10,0.8873125,-3.28125,11.26875,3.0,7.158150389743969
paper2_ton_iot_scanning_smoke_001,smoke,results\raw\paper2_ton_iot_scanning_smoke_001\paper2_progressive_readaptation_summary.csv,energy_distance,Energy distance,3,0.9108072916666666,-0.1458333333333333,1.7838541666666667,1.0,0.0155088665584723
paper2_ton_iot_scanning_smoke_001,smoke,results\raw\paper2_ton_iot_scanning_smoke_001\paper2_progressive_readaptation_summary.csv,jsd,JSD,3,0.9255208333333332,0.1484375,1.4895833333333333,2.0,0.0053268331879129
paper2_ton_iot_scanning_smoke_001,smoke,results\raw\paper2_ton_iot_scanning_smoke_001\paper2_progressive_readaptation_summary.csv,ks_max,KS-max,3,0.9046875,-0.2682291666666667,1.90625,2.0,0.0605608328090359
paper2_ton_iot_scanning_smoke_001,smoke,results\raw\paper2_ton_iot_scanning_smoke_001\paper2_progressive_readaptation_summary.csv,mmd_rbf,MMD-RBF,3,0.9173177083333334,-0.015625,1.6536458333333333,1.0,0.9478847331677874
paper2_ton_iot_scanning_smoke_001,smoke,results\raw\paper2_ton_iot_scanning_smoke_001\paper2_progressive_readaptation_summary.csv,no_adaptation,No adaptation,3,0.9180989583333332,0.0,1.6380208333333333,0.0,0.0
paper2_ton_iot_scanning_smoke_001,smoke,results\raw\paper2_ton_iot_scanning_smoke_001\paper2_progressive_readaptation_summary.csv,qk_mmd_pauli_xz,QK-MMD PauliXZ,3,0.8852864583333333,-0.65625,2.294270833333333,2.0,1.528043300146237
paper2_ton_iot_scanning_smoke_001,smoke,results\raw\paper2_ton_iot_scanning_smoke_001\paper2_progressive_readaptation_summary.csv,qk_mmd_zz,QK-MMD ZZ,3,0.930859375,0.2552083333333333,1.3828125,2.0,1.486082699925949
paper2_unsw_nb15_dos_medium_001,medium,results\raw\paper2_unsw_nb15_dos_medium_001\paper2_progressive_readaptation_summary.csv,energy_distance,Energy distance,10,0.8458359375000001,0.578125,15.41640625,2.4,0.0643118598731234
paper2_unsw_nb15_dos_medium_001,medium,results\raw\paper2_unsw_nb15_dos_medium_001\paper2_progressive_readaptation_summary.csv,jsd,JSD,10,0.8522812500000001,1.22265625,14.771875,2.1,0.0245723998174071
paper2_unsw_nb15_dos_medium_001,medium,results\raw\paper2_unsw_nb15_dos_medium_001\paper2_progressive_readaptation_summary.csv,ks_max,KS-max,10,0.853953125,1.38984375,14.6046875,2.4,0.25856333009433
paper2_unsw_nb15_dos_medium_001,medium,results\raw\paper2_unsw_nb15_dos_medium_001\paper2_progressive_readaptation_summary.csv,mmd_rbf,MMD-RBF,10,0.8495546875000001,0.95,15.04453125,1.6,3.9727857801364737
paper2_unsw_nb15_dos_medium_001,medium,results\raw\paper2_unsw_nb15_dos_medium_001\paper2_progressive_readaptation_summary.csv,no_adaptation,No adaptation,10,0.8400546875,0.0,15.99453125,0.0,0.0
paper2_unsw_nb15_dos_medium_001,medium,results\raw\paper2_unsw_nb15_dos_medium_001\paper2_progressive_readaptation_summary.csv,qk_mmd_pauli_xz,QK-MMD PauliXZ,10,0.8496171875,0.95625,15.03828125,2.2,7.28247331972234
paper2_unsw_nb15_dos_medium_001,medium,results\raw\paper2_unsw_nb15_dos_medium_001\paper2_progressive_readaptation_summary.csv,qk_mmd_zz,QK-MMD ZZ,10,0.8444609375000001,0.440625,15.55390625,2.0,6.99928849991411
paper2_unsw_nb15_dos_smoke_001,smoke,results\raw\paper2_unsw_nb15_dos_smoke_001\paper2_progressive_readaptation_summary.csv,energy_distance,Energy distance,3,0.8489583333333334,0.3984375,3.020833333333333,2.0,0.0116860996931791
paper2_unsw_nb15_dos_smoke_001,smoke,results\raw\paper2_unsw_nb15_dos_smoke_001\paper2_progressive_readaptation_summary.csv,mmd_rbf,MMD-RBF,3,0.8434895833333332,0.2890625,3.130208333333333,1.0,0.9667830337615064
paper2_unsw_nb15_dos_smoke_001,smoke,results\raw\paper2_unsw_nb15_dos_smoke_001\paper2_progressive_readaptation_summary.csv,no_adaptation,No adaptation,3,0.8290364583333334,0.0,3.419270833333333,0.0,0.0
paper2_unsw_nb15_dos_smoke_001,smoke,results\raw\paper2_unsw_nb15_dos_smoke_001\paper2_progressive_readaptation_summary.csv,qk_mmd_zz,QK-MMD ZZ,3,0.8506510416666666,0.4322916666666667,2.9869791666666665,1.3333333333333333,1.5431277001431831
paper2_unsw_nb15_reconnaissance_medium_001,medium,results\raw\paper2_unsw_nb15_reconnaissance_medium_001\paper2_progressive_readaptation_summary.csv,energy_distance,Energy distance,10,0.8484375,0.24140625,15.15625,2.3,0.064395199692808
paper2_unsw_nb15_reconnaissance_medium_001,medium,results\raw\paper2_unsw_nb15_reconnaissance_medium_001\paper2_progressive_readaptation_summary.csv,jsd,JSD,10,0.844734375,-0.12890625,15.5265625,2.1,0.0250376697396859
paper2_unsw_nb15_reconnaissance_medium_001,medium,results\raw\paper2_unsw_nb15_reconnaissance_medium_001\paper2_progressive_readaptation_summary.csv,ks_max,KS-max,10,0.8469218749999999,0.08984375,15.3078125,2.5,0.2666204699780792
paper2_unsw_nb15_reconnaissance_medium_001,medium,results\raw\paper2_unsw_nb15_reconnaissance_medium_001\paper2_progressive_readaptation_summary.csv,mmd_rbf,MMD-RBF,10,0.8479140624999999,0.1890625,15.20859375,2.6,4.417905969847925
paper2_unsw_nb15_reconnaissance_medium_001,medium,results\raw\paper2_unsw_nb15_reconnaissance_medium_001\paper2_progressive_readaptation_summary.csv,no_adaptation,No adaptation,10,0.8460234375000001,0.0,15.39765625,0.0,0.0
paper2_unsw_nb15_reconnaissance_medium_001,medium,results\raw\paper2_unsw_nb15_reconnaissance_medium_001\paper2_progressive_readaptation_summary.csv,qk_mmd_pauli_xz,QK-MMD PauliXZ,10,0.8457421875,-0.028125,15.42578125,2.2,7.596050519659184
paper2_unsw_nb15_reconnaissance_medium_001,medium,results\raw\paper2_unsw_nb15_reconnaissance_medium_001\paper2_progressive_readaptation_summary.csv,qk_mmd_zz,QK-MMD ZZ,10,0.8494609375,0.34375,15.05390625,2.7,7.244414179539308
paper2_unsw_nb15_reconnaissance_smoke_001,smoke,results\raw\paper2_unsw_nb15_reconnaissance_smoke_001\paper2_progressive_readaptation_summary.csv,energy_distance,Energy distance,3,0.8430989583333334,0.1692708333333333,3.138020833333333,1.6666666666666667,0.0126350998568038
paper2_unsw_nb15_reconnaissance_smoke_001,smoke,results\raw\paper2_unsw_nb15_reconnaissance_smoke_001\paper2_progressive_readaptation_summary.csv,mmd_rbf,MMD-RBF,3,0.8454427083333332,0.2161458333333333,3.091145833333333,1.0,1.0135249001905322
paper2_unsw_nb15_reconnaissance_smoke_001,smoke,results\raw\paper2_unsw_nb15_reconnaissance_smoke_001\paper2_progressive_readaptation_summary.csv,no_adaptation,No adaptation,3,0.8346354166666666,0.0,3.3072916666666665,0.0,0.0
paper2_unsw_nb15_reconnaissance_smoke_001,smoke,results\raw\paper2_unsw_nb15_reconnaissance_smoke_001\paper2_progressive_readaptation_summary.csv,qk_mmd_zz,QK-MMD ZZ,3,0.840234375,0.1119791666666666,3.1953125,1.6666666666666667,1.5714247670645516
