method,window_idx,severity_t,balanced_accuracy_mean,gain_vs_no_adapt_mean,alarm_rate,trigger_rate,method_label
qk_mmd_pauli_xz,72,0.9125,0.8661458333333333,0.25755208333333335,0.13333333333333333,0.1,QK-MMD PauliXZ
qk_mmd_pauli_xz,73,0.925,0.87578125,0.259375,0.16666666666666666,0.03333333333333333,QK-MMD PauliXZ
qk_mmd_pauli_xz,74,0.9375,0.8713541666666667,0.27838541666666666,0.13333333333333333,0.0,QK-MMD PauliXZ
qk_mmd_pauli_xz,75,0.95,0.8651041666666667,0.271875,0.16666666666666666,0.03333333333333333,QK-MMD PauliXZ
qk_mmd_pauli_xz,76,0.9625,0.8760416666666667,0.28046875,0.26666666666666666,0.0,QK-MMD PauliXZ
qk_mmd_pauli_xz,77,0.975,0.88125,0.29010416666666666,0.26666666666666666,0.03333333333333333,QK-MMD PauliXZ
qk_mmd_pauli_xz,78,0.9875,0.8734375,0.2747395833333333,0.3,0.06666666666666667,QK-MMD PauliXZ
qk_mmd_pauli_xz,79,1.0,0.8828125,0.29609375,0.2,0.0,QK-MMD PauliXZ
qk_mmd_pauli_xz,80,1.0,0.8744791666666667,0.29401041666666666,0.26666666666666666,0.0,QK-MMD PauliXZ
qk_mmd_pauli_xz,81,1.0,0.8783854166666667,0.3106770833333333,0.23333333333333334,0.0,QK-MMD PauliXZ
qk_mmd_pauli_xz,82,1.0,0.8802083333333334,0.30130208333333336,0.26666666666666666,0.0,QK-MMD PauliXZ
qk_mmd_pauli_xz,83,1.0,0.8705729166666667,0.30104166666666665,0.2,0.06666666666666667,QK-MMD PauliXZ
qk_mmd_pauli_xz,84,1.0,0.87109375,0.2942708333333333,0.2,0.03333333333333333,QK-MMD PauliXZ
qk_mmd_pauli_xz,85,1.0,0.88515625,0.3020833333333333,0.36666666666666664,0.0,QK-MMD PauliXZ
qk_mmd_pauli_xz,86,1.0,0.8908854166666667,0.3098958333333333,0.23333333333333334,0.13333333333333333,QK-MMD PauliXZ
qk_mmd_pauli_xz,87,1.0,0.88671875,0.29453125,0.13333333333333333,0.0,QK-MMD PauliXZ
qk_mmd_pauli_xz,88,1.0,0.88046875,0.29192708333333334,0.16666666666666666,0.0,QK-MMD PauliXZ
qk_mmd_pauli_xz,89,1.0,0.8796875,0.30234375,0.13333333333333333,0.0,QK-MMD PauliXZ
qk_mmd_pauli_xz,90,1.0,0.8921875,0.3111979166666667,0.1,0.0,QK-MMD PauliXZ
qk_mmd_pauli_xz,91,1.0,0.8955729166666667,0.31588541666666664,0.1,0.0,QK-MMD PauliXZ
qk_mmd_pauli_xz,92,1.0,0.8877604166666667,0.3182291666666667,0.03333333333333333,0.0,QK-MMD PauliXZ
qk_mmd_pauli_xz,93,1.0,0.8869791666666667,0.3111979166666667,0.16666666666666666,0.0,QK-MMD PauliXZ
