severity,method,traffic_volume,window_size,estimated_total_windows,post_alarm_rate,false_alarm_rate,clean_adaptation_gain,degradation_area,detected_drift_flow_equiv,missed_drift_flow_equiv,scaled_clean_gain_units,scaled_degradation_units,post_alarm_delta_vs_mmd,false_alarm_delta_vs_mmd,clean_gain_delta_vs_mmd,degradation_area_delta_vs_mmd,additional_detected_flow_equiv_vs_mmd,clean_gain_units_delta_vs_mmd,degradation_units_saved_vs_mmd,false_alarm_flow_equiv_delta_vs_mmd,quantum_candidate_zone,quantum_strong_operational_zone,quantum_strict_operational_zone
0.1,MMD-RBF,10000,128,78.125,0.09,0.0333333333333333,0.0010677083333333,0.0239973958333333,900.0,9100.0,10.677083333333002,239.973958333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0.1,MMD-RBF,100000,128,781.25,0.09,0.0333333333333333,0.0010677083333333,0.0239973958333333,9000.0,91000.0,106.77083333333,2399.73958333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0.1,MMD-RBF,1000000,128,7812.5,0.09,0.0333333333333333,0.0010677083333333,0.0239973958333333,90000.0,910000.0,1067.7083333333,23997.3958333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0.1,MMD-RBF,10000000,128,78125.0,0.09,0.0333333333333333,0.0010677083333333,0.0239973958333333,900000.0,9100000.0,10677.083333333001,239973.958333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0.1,MMD-RBF,100000000,128,781250.0,0.09,0.0333333333333333,0.0010677083333333,0.0239973958333333,9000000.0,91000000.0,106770.83333333001,2399739.5833333298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0.1,QK-MMD PauliXZ,10000,128,78.125,0.0916666666666666,0.0666666666666666,0.0010286458333333,0.0243749999999999,916.6666666666661,9083.333333333334,10.286458333333,243.749999999999,0.001666666666666608,0.0333333333333333,-3.9062500000000035e-05,0.0003776041666666008,16.66666666666608,-0.39062500000000033,-3.776041666666008,333.333333333333,False,False,False
0.1,QK-MMD PauliXZ,100000,128,781.25,0.0916666666666666,0.0666666666666666,0.0010286458333333,0.0243749999999999,9166.66666666666,90833.33333333334,102.86458333333,2437.49999999999,0.001666666666666608,0.0333333333333333,-3.9062500000000035e-05,0.0003776041666666008,166.6666666666608,-3.9062500000000036,-37.76041666666008,3333.33333333333,False,False,False
0.1,QK-MMD PauliXZ,1000000,128,7812.5,0.0916666666666666,0.0666666666666666,0.0010286458333333,0.0243749999999999,91666.6666666666,908333.3333333335,1028.6458333333,24374.9999999999,0.001666666666666608,0.0333333333333333,-3.9062500000000035e-05,0.0003776041666666008,1666.666666666608,-39.062500000000036,-377.6041666666008,33333.3333333333,False,False,False
0.1,QK-MMD PauliXZ,10000000,128,78125.0,0.0916666666666666,0.0666666666666666,0.0010286458333333,0.0243749999999999,916666.666666666,9083333.333333334,10286.458333333001,243749.999999999,0.001666666666666608,0.0333333333333333,-3.9062500000000035e-05,0.0003776041666666008,16666.66666666608,-390.62500000000034,-3776.041666666008,333333.33333333296,False,False,False
0.1,QK-MMD PauliXZ,100000000,128,781250.0,0.0916666666666666,0.0666666666666666,0.0010286458333333,0.0243749999999999,9166666.66666666,90833333.33333334,102864.58333333001,2437499.99999999,0.001666666666666608,0.0333333333333333,-3.9062500000000035e-05,0.0003776041666666008,166666.6666666608,-3906.2500000000036,-37760.41666666008,3333333.3333333298,False,False,False
0.1,QK-MMD ZZ,10000,128,78.125,0.0883333333333333,0.0666666666666666,0.0013802083333333,0.0240234375,883.333333333333,9116.666666666668,13.802083333333,240.234375,-0.0016666666666666913,0.0333333333333333,0.00031249999999999984,2.6041666666701963e-05,-16.666666666666913,3.1249999999999982,-0.2604166666670196,333.333333333333,False,False,False
0.1,QK-MMD ZZ,100000,128,781.25,0.0883333333333333,0.0666666666666666,0.0013802083333333,0.0240234375,8833.33333333333,91166.66666666667,138.02083333333,2402.34375,-0.0016666666666666913,0.0333333333333333,0.00031249999999999984,2.6041666666701963e-05,-166.66666666666913,31.249999999999986,-2.604166666670196,3333.33333333333,False,False,False
0.1,QK-MMD ZZ,1000000,128,7812.5,0.0883333333333333,0.0666666666666666,0.0013802083333333,0.0240234375,88333.3333333333,911666.6666666667,1380.2083333332998,24023.4375,-0.0016666666666666913,0.0333333333333333,0.00031249999999999984,2.6041666666701963e-05,-1666.6666666666913,312.49999999999983,-26.041666666701964,33333.3333333333,False,False,False
0.1,QK-MMD ZZ,10000000,128,78125.0,0.0883333333333333,0.0666666666666666,0.0013802083333333,0.0240234375,883333.333333333,9116666.666666668,13802.083333333,240234.375,-0.0016666666666666913,0.0333333333333333,0.00031249999999999984,2.6041666666701963e-05,-16666.66666666691,3124.9999999999986,-260.4166666670196,333333.33333333296,False,False,False
0.1,QK-MMD ZZ,100000000,128,781250.0,0.0883333333333333,0.0666666666666666,0.0013802083333333,0.0240234375,8833333.33333333,91166666.66666667,138020.83333333,2402343.75,-0.0016666666666666913,0.0333333333333333,0.00031249999999999984,2.6041666666701963e-05,-166666.66666666913,31249.999999999985,-2604.1666666701963,3333333.3333333298,False,False,False
0.25,MMD-RBF,10000,128,78.125,0.1133333333333333,0.0,0.0437109374999999,0.0250911458333333,1133.333333333333,8866.666666666668,437.10937499999903,250.911458333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
