scenario,baseline,lambda_cost,gamma_cost,mean_utility_diff_qk_minus_baseline,ci95_low,ci95_high,prob_diff_gt_0,qk_better_ci95
Wednesday,QK-MMD PauliXZ,0.0,0.1,0.6718875976624742,-0.08681025893786376,1.6315982025026943,0.5,False
Wednesday,Energy distance,0.0,0.25,-1.4887037607977012,-2.07286168314485,-0.8373752986826245,0.13333333333333333,False
Wednesday,JSD,0.0,0.25,-1.1234804941836045,-1.7728761237066404,-0.2431655790811783,0.06666666666666667,False
Wednesday,KS-max,0.0,0.25,-0.700608234195776,-1.5011079911754495,0.4326811060229372,0.16666666666666666,False
Wednesday,MMD-RBF,0.0,0.25,-0.6104812100267736,-1.2668101146679207,0.19692832495318657,0.2,False
Wednesday,QK-MMD PauliXZ,0.0,0.25,0.7269846191561858,-0.03262918159976834,1.6877721806803552,0.5333333333333333,False
Wednesday,Energy distance,0.1,0.0,0.22015624999999944,-0.3644348958333337,0.8720911458333327,0.4666666666666667,False
Wednesday,JSD,0.1,0.0,0.4266666666666666,-0.22792057291666679,1.31463671875,0.6,False
Wednesday,KS-max,0.1,0.0,0.7909375,-0.0029218750000001847,1.9085481770833332,0.5333333333333333,False
Wednesday,MMD-RBF,0.1,0.0,0.5855208333333332,-0.07109765625000032,1.389700520833333,0.5,False
Wednesday,QK-MMD PauliXZ,0.1,0.0,0.6384895833333334,-0.11913411458333328,1.6035091145833333,0.5,False
Wednesday,Energy distance,0.1,0.01,0.16020184956809155,-0.42503553600552696,0.8128243880064894,0.43333333333333335,False
Wednesday,JSD,0.1,0.01,0.3663941135659892,-0.2881592983281026,1.2544480727384082,0.6,False
Wednesday,KS-max,0.1,0.01,0.7324756706321687,-0.060872476674147094,1.8502156152276559,0.4666666666666667,False
Wednesday,MMD-RBF,0.1,0.01,0.5414140849322621,-0.11483459891144021,1.3453292043766407,0.5,False
Wednesday,QK-MMD PauliXZ,0.1,0.01,0.6421627180995809,-0.11567033618193798,1.6073231891289534,0.5,False
Wednesday,Energy distance,0.1,0.05,-0.07961575215954081,-0.6648817125056233,0.5748752954788643,0.36666666666666664,False
Wednesday,JSD,0.1,0.05,0.12530390116327883,-0.5284418530551,1.0131669426133887,0.5,False
Wednesday,KS-max,0.1,0.05,0.49862835316084453,-0.29517407651784544,1.6158257888588115,0.4666666666666667,False
Wednesday,MMD-RBF,0.1,0.05,0.3649870913279783,-0.2907803452144193,1.1689813814870864,0.4666666666666667,False
Wednesday,QK-MMD PauliXZ,0.1,0.05,0.6568552571645706,-0.1018152225763574,1.6225794873114354,0.5,False
Wednesday,Energy distance,0.1,0.1,-0.37938775431908117,-0.9662431746510272,0.27576747749524505,0.3333333333333333,False
Wednesday,JSD,0.1,0.1,-0.17605886434010876,-0.8304768443616151,0.7108000456515577,0.23333333333333334,False
Wednesday,KS-max,0.1,0.1,0.20631920632168949,-0.5868729567398064,1.3228631661100267,0.3,False
Wednesday,MMD-RBF,0.1,0.1,0.14445334932262358,-0.5108835269559158,0.9489510702559489,0.43333333333333335,False
Wednesday,QK-MMD PauliXZ,0.1,0.1,0.6752209309958073,-0.08418359705084008,1.6416498600395375,0.5,False
Wednesday,Energy distance,0.1,0.25,-1.2787037607977016,-1.8722112182110044,-0.6173582807971403,0.13333333333333333,False
Wednesday,JSD,0.1,0.25,-1.080147160850271,-1.7333816522123526,-0.1950173248649568,0.06666666666666667,False
Wednesday,KS-max,0.1,0.25,-0.670608234195776,-1.4620853752776601,0.44489493939277086,0.16666666666666666,False
Wednesday,MMD-RBF,0.1,0.25,-0.5171478766934405,-1.1705010087649863,0.283646296843881,0.23333333333333334,False
Wednesday,QK-MMD PauliXZ,0.1,0.25,0.7303179524895193,-0.029539029203801526,1.6977898500767814,0.5333333333333333,False
Wednesday,Energy distance,0.25,0.0,0.53515625,-0.07188151041666666,1.20130859375,0.5333333333333333,False
Wednesday,JSD,0.25,0.0,0.49166666666666664,-0.16380859374999998,1.3877669270833333,0.6333333333333333,False
Wednesday,KS-max,0.25,0.0,0.8359375,0.056503906250000006,1.934388020833333,0.6333333333333333,True
Wednesday,MMD-RBF,0.25,0.0,0.7255208333333333,0.0762760416666667,1.5273502604166667,0.5333333333333333,True
Wednesday,QK-MMD PauliXZ,0.25,0.0,0.6434895833333333,-0.11380859374999999,1.6122395833333334,0.5,False
Wednesday,Energy distance,0.25,0.01,0.475201849568092,-0.13218650681788469,1.1415159686484764,0.5333333333333333,False
Wednesday,JSD,0.25,0.01,0.43139411356598933,-0.2240376441632348,1.3270028188413474,0.6333333333333333,False
Wednesday,KS-max,0.25,0.01,0.7774756706321687,-0.0016736533451591612,1.8755649288541674,0.6,False
Wednesday,MMD-RBF,0.25,0.01,0.6814140849322624,0.03212242066222817,1.4833513813295538,0.5333333333333333,True
Wednesday,QK-MMD PauliXZ,0.25,0.01,0.647162718099581,-0.11016918280079181,1.615959214185881,0.5,False
Wednesday,Energy distance,0.25,0.05,0.23538424784045972,-0.3725556713667661,0.9023124861930552,0.5,False
Wednesday,JSD,0.25,0.05,0.19030390116327892,-0.46417506067453373,1.0845621048400835,0.5666666666666667,False
Wednesday,KS-max,0.25,0.05,0.5436283531608447,-0.2345519504621579,1.64004918121496,0.4666666666666667,False
Wednesday,MMD-RBF,0.25,0.05,0.5049870913279785,-0.14374633194561945,1.3055599173542238,0.4666666666666667,False
Wednesday,QK-MMD PauliXZ,0.25,0.05,0.6618552571645705,-0.09577307441388731,1.6308377375960696,0.5,False
Wednesday,Energy distance,0.25,0.1,-0.06438775431908053,-0.6738815453892459,0.6014131990279514,0.36666666666666664,False
Wednesday,JSD,0.25,0.1,-0.11105886434010862,-0.7656366827795095,0.7814741166018351,0.26666666666666666,False
Wednesday,KS-max,0.25,0.1,0.2513192063216897,-0.525975929961666,1.34830727375583,0.3,False
Wednesday,MMD-RBF,0.25,0.1,0.2844533493226239,-0.364693111704352,1.0831484892037109,0.4666666666666667,False
Wednesday,QK-MMD PauliXZ,0.25,0.1,0.6802209309958075,-0.07774772100140864,1.6494299286840053,0.5,False
Wednesday,Energy distance,0.25,0.25,-0.9637037607977011,-1.5759205687293434,-0.29482954080755036,0.2,False
Wednesday,JSD,0.25,0.25,-1.0151471608502713,-1.6715908764499423,-0.12433321001604801,0.1,False
Wednesday,KS-max,0.25,0.25,-0.6256082341957759,-1.400953049011029,0.4743294555578413,0.16666666666666666,False
Wednesday,MMD-RBF,0.25,0.25,-0.3771478766934403,-1.027809951922342,0.42031090427076034,0.3333333333333333,False
Wednesday,QK-MMD PauliXZ,0.25,0.25,0.7353179524895191,-0.02457369621649073,1.705166713918151,0.5333333333333333,False
Wednesday,Energy distance,0.5,0.0,1.06015625,0.41560546875000004,1.759388020833333,0.7,True
Wednesday,JSD,0.5,0.0,0.6,-0.07475260416666665,1.50521484375,0.6333333333333333,False
Wednesday,KS-max,0.5,0.0,0.9109375,0.15207682291666666,1.9836458333333327,0.6333333333333333,True
Wednesday,MMD-RBF,0.5,0.0,0.9588541666666667,0.3075260416666667,1.7523502604166667,0.6,True
Wednesday,QK-MMD PauliXZ,0.5,0.0,0.6518229166666667,-0.11198567708333333,1.615657552083333,0.5333333333333333,False
Wednesday,Energy distance,0.5,0.01,1.000201849568092,0.35545690589121853,1.699921127895092,0.7,True
Wednesday,JSD,0.5,0.01,0.5397274468993225,-0.13530363114423796,1.4447779857118952,0.6333333333333333,False
Wednesday,KS-max,0.5,0.01,0.8524756706321687,0.09317428190512408,1.925459601365131,0.6,True
Wednesday,MMD-RBF,0.5,0.01,0.9147474182655958,0.26324257067795664,1.7074827386726419,0.6,True
Wednesday,QK-MMD PauliXZ,0.5,0.01,0.6554960514329143,-0.10830743935894291,1.6195249371403249,0.5333333333333333,False
Wednesday,Energy distance,0.5,0.05,0.7603842478404597,0.11556165641864931,1.4612454005724136,0.7,True
Wednesday,JSD,0.5,0.05,0.2986372344966122,-0.3761638511845282,1.2032518601079305,0.6,False
Wednesday,KS-max,0.5,0.05,0.6186283531608446,-0.14076806948866122,1.6927308099838065,0.6,False
Wednesday,MMD-RBF,0.5,0.05,0.7383204246613119,0.08665111421943578,1.531136346238481,0.5333333333333333,True
Wednesday,QK-MMD PauliXZ,0.5,0.05,0.6701885904979039,-0.09359448846138062,1.6349944773682894,0.5333333333333333,False
Wednesday,Energy distance,0.5,0.1,0.4606122456809194,-0.18678724142668457,1.1621225368090478,0.5333333333333333,False
Wednesday,JSD,0.5,0.1,-0.002725531006775217,-0.6764647160691285,0.9010349702158611,0.4,False
Wednesday,KS-max,0.5,0.1,0.3263192063216897,-0.432745066372338,1.400633464987079,0.3333333333333333,False
Wednesday,MMD-RBF,0.5,0.1,0.5177866826559572,-0.13262102584498142,1.309800209965256,0.5,False
Wednesday,QK-MMD PauliXZ,0.5,0.1,0.6885542643291409,-0.07601869795393829,1.6532489374485833,0.5333333333333333,False
Wednesday,Energy distance,0.5,0.25,-0.4387037607977012,-1.0897536952217828,0.26683600290773013,0.3333333333333333,False
Wednesday,JSD,0.5,0.25,-0.906813827516938,-1.5819821659320585,-0.004808063597423326,0.1,False
Wednesday,KS-max,0.5,0.25,-0.550608234195776,-1.3088314008300708,0.5258054635692432,0.16666666666666666,False
Wednesday,MMD-RBF,0.5,0.25,-0.14381454336010696,-0.7931245155849804,0.6465019555834924,0.4,False
Wednesday,QK-MMD PauliXZ,0.5,0.25,0.7436512858228526,-0.02084178788602003,1.7083881482818828,0.5666666666666667,False
Wednesday,Energy distance,1.0,0.0,2.11015625,1.3505143229166667,2.8846484375,0.9,True
Wednesday,JSD,1.0,0.0,0.8166666666666667,0.09504557291666667,1.76875,0.7,True
Wednesday,KS-max,1.0,0.0,1.0609375,0.31640625,2.0948046875,0.7,True
Wednesday,MMD-RBF,1.0,0.0,1.4255208333333333,0.746328125,2.21927734375,0.8,True
Wednesday,QK-MMD PauliXZ,1.0,0.0,0.6684895833333333,-0.11304036458333332,1.6429817708333332,0.5666666666666667,False
Wednesday,Energy distance,1.0,0.01,2.050201849568092,1.2901787955460788,2.8249132426326966,0.8666666666666667,True
Wednesday,JSD,1.0,0.01,0.7563941135659893,0.034949540091037075,1.7085616189462787,0.7,True
Wednesday,KS-max,1.0,0.01,1.002475670632169,0.25817030181255185,2.0365593025570834,0.6666666666666666,True
Wednesday,MMD-RBF,1.0,0.01,1.3814140849322625,0.7017903952930892,2.175140859280563,0.8,True
Wednesday,QK-MMD PauliXZ,1.0,0.01,0.672162718099581,-0.10955090727694257,1.6467428900712011,0.5666666666666667,False
Wednesday,Energy distance,1.0,0.05,1.8103842478404597,1.0489114082982074,2.5859889366462543,0.8666666666666667,True
Wednesday,JSD,1.0,0.05,0.5153039011632788,-0.20625742347336692,1.4663249877151583,0.6666666666666666,False
Wednesday,KS-max,1.0,0.05,0.7686283531608449,0.024371535244747028,1.8015174197630588,0.6666666666666666,True
Wednesday,MMD-RBF,1.0,0.05,1.2049870913279788,0.523657545886124,1.9974792602569649,0.7,True
Wednesday,QK-MMD PauliXZ,1.0,0.05,0.6868552571645705,-0.09559307805137826,1.6617873670226735,0.5666666666666667,False
Wednesday,Energy distance,1.0,0.1,1.51061224568092,0.7473662971859447,2.2872476115604408,0.8,True
Wednesday,JSD,1.0,0.1,0.21394113565989142,-0.5061709124347641,1.1641744364727915,0.4,False
Wednesday,KS-max,1.0,0.1,0.4763192063216896,-0.2686719223154846,1.509092157073222,0.5,False
Wednesday,MMD-RBF,1.0,0.1,0.984453349322624,0.3037073384134565,1.776198505578534,0.6333333333333333,True
Wednesday,QK-MMD PauliXZ,1.0,0.1,0.7052209309958075,-0.07810783114487019,1.6808433419010445,0.5666666666666667,False
Wednesday,Energy distance,1.0,0.25,0.6112962392022988,-0.1560210453464727,1.3918974199971854,0.5666666666666667,False
Wednesday,JSD,1.0,0.25,-0.6901471608502713,-1.4070376351250646,0.2587763447977583,0.13333333333333333,False
Wednesday,KS-max,1.0,0.25,-0.40060823419577596,-1.1462034798442375,0.6314152238152988,0.23333333333333334,False
Wednesday,MMD-RBF,1.0,0.25,0.3228521233065597,-0.35854887339293784,1.110808718577488,0.5,False
Wednesday,QK-MMD PauliXZ,1.0,0.25,0.7603179524895192,-0.02492769450788423,1.7394481896007832,0.6,False
Wednesday,Energy distance,2.0,0.0,4.21015625,3.16740234375,5.198450520833333,0.9666666666666667,True
Wednesday,JSD,2.0,0.0,1.25,0.3856705729166667,2.3107161458333327,0.7333333333333333,True
Wednesday,KS-max,2.0,0.0,1.3609375,0.5648111979166667,2.3455859375,0.7,True
Wednesday,MMD-RBF,2.0,0.0,2.3588541666666667,1.5439908854166666,3.237513020833333,0.8,True
Wednesday,QK-MMD PauliXZ,2.0,0.0,0.7018229166666666,-0.17292968749999998,1.7179947916666662,0.5666666666666667,False
Wednesday,Energy distance,2.0,0.01,4.150201849568092,3.106775327511362,5.138724199513435,0.9666666666666667,True
Wednesday,JSD,2.0,0.01,1.1897274468993224,0.32505622193513545,2.250118466784681,0.7333333333333333,True
Wednesday,KS-max,2.0,0.01,1.302475670632169,0.5062568290515279,2.287423369890367,0.6666666666666666,True
Wednesday,MMD-RBF,2.0,0.01,2.3147474182655956,1.4994877180053336,3.1939471771509482,0.8,True
Wednesday,QK-MMD PauliXZ,2.0,0.01,0.7054960514329143,-0.1692524354792976,1.7215200863331448,0.5666666666666667,False
Wednesday,Energy distance,2.0,0.05,3.91038424784046,2.865580089101258,4.898956092383999,0.9333333333333333,True
Wednesday,JSD,2.0,0.05,0.9486372344966123,0.08343095590031091,2.009584322506465,0.7,True
Wednesday,KS-max,2.0,0.05,1.0686283531608451,0.27206956958681017,2.0532796350059406,0.6666666666666666,True
Wednesday,MMD-RBF,2.0,0.05,2.1383204246613117,1.3214750483600026,3.017819836776291,0.7666666666666667,True
Wednesday,QK-MMD PauliXZ,2.0,0.05,0.7201885904979038,-0.15454342739648794,1.7358525219940155,0.5666666666666667,False
Wednesday,Energy distance,2.0,0.1,3.61061224568092,2.5633889075485357,4.599410994659381,0.9333333333333333,True
Wednesday,JSD,2.0,0.1,0.6472744689932248,-0.21845868442903163,1.70756021804543,0.5333333333333333,False
Wednesday,KS-max,2.0,0.1,0.7763192063216896,-0.019668855297903153,1.7609853000919296,0.5333333333333333,False
Wednesday,MMD-RBF,2.0,0.1,1.9177866826559573,1.1018307451087552,2.796624266588566,0.7666666666666667,True
Wednesday,QK-MMD PauliXZ,2.0,0.1,0.7385542643291411,-0.13625891894176792,1.7540933989867136,0.5666666666666667,False
Wednesday,Energy distance,2.0,0.25,2.711296239202299,1.6591706512978512,3.702798675101027,0.8666666666666667,True
Wednesday,JSD,2.0,0.25,-0.25681382751693793,-1.123564218014823,0.8065971406159224,0.36666666666666664,False
Wednesday,KS-max,2.0,0.25,-0.10060823419577597,-0.9003223084471635,0.8868370062198658,0.4666666666666667,False
Wednesday,MMD-RBF,2.0,0.25,1.2561854566398931,0.44059910928520063,2.1316909363313603,0.7666666666666667,True
Wednesday,QK-MMD PauliXZ,2.0,0.25,0.7936512858228525,-0.08245382424099562,1.8083871217630068,0.6,False
PortScan,Energy distance,0.0,0.0,0.64453125,0.11743489583333334,1.3482096354166662,0.7,True
PortScan,JSD,0.0,0.0,1.6138020833333333,0.4577994791666667,3.020598958333333,0.7333333333333333,True
PortScan,KS-max,0.0,0.0,0.6557291666666667,0.09815755208333335,1.510442708333333,0.7,True
PortScan,MMD-RBF,0.0,0.0,3.263802083333333,1.3867122395833333,5.558346354166667,0.8,True
PortScan,QK-MMD PauliXZ,0.0,0.0,0.8346354166666666,0.051555989583333336,1.9109440104166666,0.5666666666666667,True
PortScan,Energy distance,0.0,0.01,0.5839549668005202,0.05700688355388011,1.2879327993640057,0.6666666666666666,True
PortScan,JSD,0.0,0.01,1.5528846904657547,0.3970138431865294,2.9590877936283055,0.6666666666666666,True
PortScan,KS-max,0.0,0.01,0.5965947235661636,0.039449931300056924,1.451309495955046,0.6666666666666666,True
PortScan,MMD-RBF,0.0,0.01,3.219254988998563,1.342174147920128,5.513976484125031,0.8,True
PortScan,QK-MMD PauliXZ,0.0,0.01,0.8375593560324829,0.05434975064347864,1.9139587416075547,0.5666666666666667,True
PortScan,Energy distance,0.0,0.05,0.3416498340026009,-0.18529592529296232,1.0467927612625882,0.5666666666666667,False
PortScan,JSD,0.0,0.05,1.3092151189954409,0.15494271305574042,2.715395572776819,0.5,True
PortScan,KS-max,0.0,0.05,0.3600569511641515,-0.19568408259284237,1.213571128110105,0.5666666666666667,False
PortScan,MMD-RBF,0.0,0.05,3.0410666116594802,1.1644165541854987,5.33631675002409,0.7333333333333333,True
PortScan,QK-MMD PauliXZ,0.0,0.05,0.8492551134957468,0.06576030992503624,1.9250467754827205,0.5666666666666667,True
PortScan,Energy distance,0.0,0.1,0.03876841800520201,-0.4885974241774236,0.7450664153837133,0.43333333333333335,False
PortScan,JSD,0.0,0.1,1.0046281546575482,-0.14891767940650855,2.4113641361320233,0.3333333333333333,False
PortScan,KS-max,0.0,0.1,0.06438473566163641,-0.4892195389720049,0.9146543875292787,0.3,False
PortScan,MMD-RBF,0.0,0.1,2.818331139985627,0.9432585649534985,5.113792354214849,0.6333333333333333,True
PortScan,QK-MMD PauliXZ,0.0,0.1,0.8638748103248267,0.08020939265308943,1.939283684021502,0.5666666666666667,True
PortScan,Energy distance,0.0,0.25,-0.8698758299869951,-1.3962863975256672,-0.16159021933740111,0.1,False
PortScan,JSD,0.0,0.25,0.09086726164387074,-1.0636252248285503,1.495470841930412,0.16666666666666666,False
PortScan,KS-max,0.0,0.25,-0.8226319108459089,-1.3736517993361972,0.0238151378500089,0.06666666666666667,False
PortScan,MMD-RBF,0.0,0.25,2.150124724964068,0.27091274386567726,4.446673931952827,0.4666666666666667,True
PortScan,QK-MMD PauliXZ,0.0,0.25,0.9077339008120665,0.12516387669891024,1.9844592100537555,0.5666666666666667,True
PortScan,Energy distance,0.1,0.0,0.5078645833333334,-0.019324218749999823,1.2130859374999994,0.6666666666666666,False
PortScan,JSD,0.1,0.0,1.5938020833333333,0.4310299479166667,3.0072695312500004,0.7,True
PortScan,KS-max,0.1,0.0,0.5823958333333334,0.03290885416666673,1.4244869791666666,0.6333333333333333,True
PortScan,MMD-RBF,0.1,0.0,3.107135416666667,1.2329570312499998,5.401147135416668,0.7666666666666667,True
PortScan,QK-MMD PauliXZ,0.1,0.0,0.8446354166666665,0.06171223958333334,1.9124752604166664,0.5666666666666667,True
PortScan,Energy distance,0.1,0.01,0.44728830013385346,-0.07970098777289499,1.1526140919800867,0.6333333333333333,False
PortScan,JSD,0.1,0.01,1.5328846904657547,0.3698780169088465,2.9457535597974362,0.6666666666666666,True
PortScan,KS-max,0.1,0.01,0.5232613902328305,-0.026031367032358452,1.365153661830694,0.6333333333333333,False
PortScan,MMD-RBF,0.1,0.01,3.062588322331896,1.1881569929072846,5.356485165970392,0.7666666666666667,True
PortScan,QK-MMD PauliXZ,0.1,0.01,0.8475593560324824,0.06452338688644026,1.9154940519530268,0.5666666666666667,True
PortScan,Energy distance,0.1,0.05,0.20498316733593422,-0.3200161576244573,0.9107490745960045,0.5333333333333333,False
PortScan,JSD,0.1,0.05,1.2892151189954406,0.12527029287756414,2.7015947585065683,0.5,True
PortScan,KS-max,0.1,0.05,0.28672361783081846,-0.26174747325617237,1.1265550711979255,0.5,False
PortScan,MMD-RBF,0.1,0.05,2.8843999449928135,1.0089960530532118,5.17802038987492,0.6666666666666666,True
PortScan,QK-MMD PauliXZ,0.1,0.05,0.8592551134957466,0.07622108723969237,1.9275692180984716,0.5666666666666667,True
PortScan,Energy distance,0.1,0.1,-0.09789824866146472,-0.6226877042181733,0.6082745890721656,0.3333333333333333,False
PortScan,JSD,0.1,0.1,0.9846281546575482,-0.17737599770068962,2.3954084298722536,0.3,False
PortScan,KS-max,0.1,0.1,-0.008948597671696815,-0.5568084454420119,0.8297290678519639,0.3,False
PortScan,MMD-RBF,0.1,0.1,2.66166447331896,0.7850962727730899,4.955005540719158,0.6,True
PortScan,QK-MMD PauliXZ,0.1,0.1,0.8738748103248266,0.09094629139958615,1.9426530116716545,0.5666666666666667,True
PortScan,Energy distance,0.1,0.25,-1.006542496653662,-1.52937616597816,-0.29863811649931205,0.06666666666666667,False
PortScan,JSD,0.1,0.25,0.07086726164387075,-1.0878591284245391,1.479302574803723,0.16666666666666666,False
PortScan,KS-max,0.1,0.25,-0.8959652441792424,-1.4411450937371462,-0.06059764635074916,0.03333333333333333,False
PortScan,MMD-RBF,0.1,0.25,1.9934580582974013,0.11424103736610132,4.289273841704087,0.4,True
PortScan,QK-MMD PauliXZ,0.1,0.25,0.9177339008120664,0.13553533108195304,1.990202753079283,0.5666666666666667,True
PortScan,Energy distance,0.25,0.0,0.3028645833333333,-0.22005208333333334,1.0109765624999996,0.5333333333333333,False
PortScan,JSD,0.25,0.0,1.5638020833333333,0.3906119791666667,2.986197916666667,0.6666666666666666,True
PortScan,KS-max,0.25,0.0,0.47239583333333335,-0.06042968749999999,1.2986979166666666,0.6,False
PortScan,MMD-RBF,0.25,0.0,2.8721354166666666,0.9940104166666667,5.166940104166667,0.6666666666666666,True
PortScan,QK-MMD PauliXZ,0.25,0.0,0.8596354166666667,0.07862630208333335,1.9216276041666664,0.5666666666666667,True
PortScan,Energy distance,0.25,0.01,0.24228830013385347,-0.2800558138065661,0.949868997688255,0.5333333333333333,False
PortScan,JSD,0.25,0.01,1.5028846904657547,0.3300584115771345,2.92488226702718,0.6333333333333333,True
PortScan,KS-max,0.25,0.01,0.4132613902328303,-0.1192070597291545,1.2391765852512993,0.6,False
PortScan,MMD-RBF,0.25,0.01,2.8275883223318954,0.9491697720108456,5.122730914737675,0.6333333333333333,True
PortScan,QK-MMD PauliXZ,0.25,0.01,0.8625593560324829,0.08155472338955437,1.9248993365190967,0.5666666666666667,True
PortScan,Energy distance,0.25,0.05,-1.6832664065683882e-05,-0.5229613051803463,0.7078569773755201,0.4,False
PortScan,JSD,0.25,0.05,1.259215118995441,0.0877459288041186,2.6799526382459926,0.4666666666666667,True
PortScan,KS-max,0.25,0.05,0.17672361783081816,-0.3543388630378758,1.001201179597847,0.4,False
PortScan,MMD-RBF,0.25,0.05,2.649399944992814,0.7698211829960396,4.944544816447135,0.6,True
PortScan,QK-MMD PauliXZ,0.25,0.05,0.8742551134957467,0.09345088837245825,1.9362664671769938,0.5666666666666667,True
PortScan,Energy distance,0.25,0.1,-0.30289824866146464,-0.8248291049690549,0.4054898860075718,0.2,False
PortScan,JSD,0.25,0.1,0.9546281546575482,-0.21589993396754528,2.3732184834094556,0.3,False
PortScan,KS-max,0.25,0.1,-0.11894859767169699,-0.6491863703416214,0.7035727257341396,0.23333333333333334,False
PortScan,MMD-RBF,0.25,0.1,2.42666447331896,0.5455782999584337,4.721654737060936,0.5,True
PortScan,QK-MMD PauliXZ,0.25,0.1,0.8888748103248267,0.10854139060125452,1.9513523855169477,0.5666666666666667,True
PortScan,Energy distance,0.25,0.25,-1.2115424966536616,-1.7329590596925846,-0.501644689236928,0.06666666666666667,False
PortScan,JSD,0.25,0.25,0.040867261643870736,-1.1274495631181343,1.4560273466812454,0.16666666666666666,False
PortScan,KS-max,0.25,0.25,-1.0059652441792424,-1.533430925551026,-0.1846366041359337,0.03333333333333333,False
PortScan,MMD-RBF,0.25,0.25,1.7584580582974012,-0.12063832075788612,4.0528161117364165,0.36666666666666664,False
PortScan,QK-MMD PauliXZ,0.25,0.25,0.9327339008120664,0.1524175460296586,1.9954413762385708,0.6,True
PortScan,Energy distance,0.5,0.0,-0.038802083333333334,-0.57083984375,0.6724153645833331,0.3,False
PortScan,JSD,0.5,0.0,1.5138020833333334,0.32447265625,2.9544270833333335,0.6333333333333333,True
PortScan,KS-max,0.5,0.0,0.2890625,-0.23231119791666666,1.0951041666666659,0.4666666666666667,False
PortScan,MMD-RBF,0.5,0.0,2.48046875,0.5890625,4.774707031249997,0.5333333333333333,True
PortScan,QK-MMD PauliXZ,0.5,0.0,0.8846354166666667,0.10572265625,1.9415299479166648,0.6,True
PortScan,Energy distance,0.5,0.01,-0.09937836653281318,-0.6312146197245612,0.6115568039708755,0.3,False
PortScan,JSD,0.5,0.01,1.4528846904657546,0.2636338938872097,2.8933907298630066,0.6,True
PortScan,KS-max,0.5,0.01,0.229928056899497,-0.2912350670967036,1.035680875932197,0.4,False
PortScan,MMD-RBF,0.5,0.01,2.4359216556652283,0.5446537244511844,4.73005611527531,0.5333333333333333,True
PortScan,QK-MMD PauliXZ,0.5,0.01,0.8875593560324829,0.10853142349991728,1.944709085956225,0.6,True
PortScan,Energy distance,0.5,0.05,-0.34168349933073233,-0.8730693239064129,0.36965196162219705,0.16666666666666666,False
PortScan,JSD,0.5,0.05,1.209215118995441,0.02054938322123292,2.6487396840184716,0.43333333333333335,True
PortScan,KS-max,0.5,0.05,-0.006609715502515116,-0.527003262534364,0.7981111596878662,0.3,False
PortScan,MMD-RBF,0.5,0.05,2.2577332783261475,0.3656820456016525,4.5514524513765595,0.4666666666666667,True
PortScan,QK-MMD PauliXZ,0.5,0.05,0.8992551134957468,0.12056306884332064,1.9573794645184723,0.6,True
PortScan,Energy distance,0.5,0.1,-0.6445649153281313,-1.175552026763151,0.06809134987452618,0.1,False
PortScan,JSD,0.5,0.1,0.9046281546575482,-0.28394213252820216,2.341782753453609,0.26666666666666666,False
PortScan,KS-max,0.5,0.1,-0.3022819310050302,-0.8223224946487268,0.5009112113462466,0.2,False
