scenario,policy,candidate_size,ba_mean,ba_sd,recall_mean,fpr_mean,f1_mean,triggers_mean,commits_mean,rejects_mean,labels_probe_mean,labels_monitor_mean,labels_candidate_mean
ps_zero,adwin,2000,0.9509869791666666,0.027130592221134554,0.9969166666666667,0.09494270833333333,0.95395704321086,0.0,0.0,0.0,0.0,800.0,0.0
ps_zero,atc,2000,0.9561562499999999,0.01495296989209001,0.9974427083333333,0.08513020833333333,0.9584190562210825,3.2,1.7333333333333334,1.4666666666666666,0.0,0.0,12800.0
ps_zero,atc,512,0.9509427083333333,0.017383022063020656,0.9966041666666666,0.09471874999999999,0.9536729286290163,3.2,0.6333333333333333,2.566666666666667,0.0,0.0,3276.8
ps_zero,ddm,2000,0.9549895833333333,0.018274050091424566,0.9966354166666667,0.08665625,0.9573167775946843,0.8,0.8,0.0,0.0,800.0,3200.0
ps_zero,doc,2000,0.9573958333333333,0.015248430095434697,0.99746875,0.08267708333333333,0.9595630421276727,3.2,1.3,1.9,0.0,0.0,12800.0
ps_zero,doc,512,0.9537630208333333,0.017200304832092384,0.996921875,0.08939583333333333,0.9562269911625918,3.2,0.36666666666666664,2.8333333333333335,0.0,0.0,3276.8
ps_zero,enscal,2000,0.9680807291666667,0.01629380445962234,0.9954531249999999,0.059291666666666666,0.9694910483954629,3.2,3.2,0.0,0.0,0.0,12800.0
ps_zero,enscal,512,0.9637161458333333,0.015879032525679872,0.9939687500000001,0.06653645833333334,0.9653133921975195,3.2,3.2,0.0,0.0,0.0,3276.8
ps_zero,naive,2000,0.9534453125,0.0145884111355507,0.9973124999999999,0.090421875,0.9560266301843588,3.2,3.2,0.0,0.0,0.0,12800.0
ps_zero,naive,512,0.9344244791666667,0.014420629583076041,0.995859375,0.12701041666666668,0.9389196785129009,3.2,3.2,0.0,0.0,0.0,3276.8
ps_zero,never,n/a,0.9509869791666666,0.027130592221134554,,,0.95395704321086,0.0,0.0,0.0,0.0,0.0,0.0
ps_zero,point,2000,0.955859375,0.01475376821660962,0.9974635416666667,0.08574479166666667,0.9581553344089858,3.2,2.6,0.6,102.4,0.0,12800.0
ps_zero,point,512,0.9439505208333333,0.018184710968670872,0.9965520833333333,0.10865104166666667,0.9474455579703046,3.2,1.5666666666666667,1.6333333333333333,102.4,0.0,3276.8
ps_zero,replay,2000,0.9550364583333334,0.015216753642457058,0.99709375,0.08702083333333334,0.9573953228908458,3.2,3.2,0.0,0.0,0.0,12800.0
ps_zero,strict,2000,0.9573411458333333,0.015315131659046412,0.9974427083333333,0.08276041666666667,0.9595012366475123,3.2,0.4666666666666667,2.7333333333333334,102.4,0.0,12800.0
ps_zero,strict,512,0.9540624999999999,0.017580142365080816,0.9973437500000001,0.08921875,0.9565453414415728,3.2,0.2,3.0,102.4,0.0,3276.8
ton_full,adwin,2000,0.9191692708333333,0.013225120415211991,0.9216458333333333,0.08330729166666666,0.9190944959331142,0.0,0.0,0.0,0.0,800.0,0.0
ton_full,atc,2000,0.9451614583333333,0.007923455975060476,0.9607395833333333,0.07041666666666666,0.9462347072510814,2.7666666666666666,2.5,0.26666666666666666,0.0,0.0,11066.666666666666
ton_full,atc,512,0.9359296874999999,0.010992670852269038,0.9562239583333334,0.08436458333333333,0.93759198842653,2.9,2.3333333333333335,0.5666666666666667,0.0,0.0,2969.6
ton_full,ddm,2000,0.9260807291666667,0.010860297175658902,0.935328125,0.08316666666666667,0.9266032473242394,0.6666666666666666,0.6666666666666666,0.0,0.0,800.0,2666.6666666666665
ton_full,doc,2000,0.9462239583333333,0.005804623262647129,0.9599635416666668,0.067515625,0.947109251004823,2.8,2.533333333333333,0.26666666666666666,0.0,0.0,11200.0
ton_full,doc,512,0.9388854166666667,0.010042737116240739,0.9544895833333332,0.07671875,0.9400565674789118,3.1333333333333333,2.3,0.8333333333333334,0.0,0.0,3208.5333333333333
ton_full,enscal,2000,0.9418020833333334,0.005457305348161752,0.9559322916666666,0.07232812500000001,0.9426988727372915,2.6666666666666665,2.6666666666666665,0.0,0.0,0.0,10666.666666666666
ton_full,enscal,512,0.9391380208333333,0.007489932497845887,0.9550156249999999,0.07673958333333333,0.9402251414645467,2.6666666666666665,2.6666666666666665,0.0,0.0,0.0,2730.6666666666665
ton_full,naive,2000,0.9441380208333334,0.008129440807440871,0.960515625,0.07223958333333333,0.945297249461182,2.6666666666666665,2.6666666666666665,0.0,0.0,0.0,10666.666666666666
ton_full,naive,512,0.93109375,0.011020734706933263,0.9578020833333334,0.09561458333333334,0.9334670587035434,2.6666666666666665,2.6666666666666665,0.0,0.0,0.0,2730.6666666666665
ton_full,never,n/a,0.9191692708333333,0.013225120415211991,,,0.9190944959331142,0.0,0.0,0.0,0.0,0.0,0.0
ton_full,point,2000,0.9461197916666666,0.005860913351696292,0.960015625,0.06777604166666666,0.9470126292731784,2.8,2.566666666666667,0.23333333333333334,89.6,0.0,11200.0
ton_full,point,512,0.9377864583333333,0.010322746944537702,0.9546718750000001,0.07909895833333333,0.9391087220458113,3.1333333333333333,2.466666666666667,0.6666666666666666,100.26666666666667,0.0,3208.5333333333333
ton_full,replay,2000,0.9319401041666667,0.005356847862469283,0.9532760416666667,0.08939583333333333,0.9334114940541036,2.6666666666666665,2.6666666666666665,0.0,0.0,0.0,10666.666666666666
ton_full,strict,2000,0.941953125,0.009355853293020206,0.9544791666666667,0.07057291666666667,0.9428270546219297,3.9,1.5666666666666667,2.3333333333333335,124.8,0.0,15600.0
ton_full,strict,512,0.9368229166666667,0.013421958944413876,0.9511666666666667,0.07752083333333333,0.9379675846478309,4.233333333333333,1.6,2.6333333333333333,135.46666666666667,0.0,4334.933333333333
ton_zero,adwin,2000,0.9249479166666668,0.0033092461586123104,0.9364947916666666,0.08659895833333334,0.9258494770362655,0.0,0.0,0.0,0.0,800.0,0.0
ton_zero,atc,2000,0.9251015625,0.0036786695435608112,0.9368072916666667,0.08660416666666666,0.926013544651628,3.2,1.5666666666666667,1.6333333333333333,0.0,0.0,12800.0
ton_zero,atc,512,0.9240911458333334,0.008193189368171526,0.9374947916666667,0.08931249999999999,0.9252207438326369,3.2,1.2,2.0,0.0,0.0,3276.8
ton_zero,ddm,2000,0.9243359375,0.005223759259007517,0.9372708333333333,0.08859895833333334,0.9253816612942006,0.5666666666666667,0.5666666666666667,0.0,0.0,800.0,2266.6666666666665
ton_zero,doc,2000,0.92540625,0.003375306798794932,0.9371041666666666,0.08629166666666667,0.9263115226350572,3.2,1.1666666666666667,2.033333333333333,0.0,0.0,12800.0
ton_zero,doc,512,0.9259166666666666,0.005995910420065094,0.9367552083333333,0.08492187500000001,0.9267803467741005,3.2,0.9666666666666667,2.2333333333333334,0.0,0.0,3276.8
ton_zero,enscal,2000,0.9253723958333333,0.003101384593648313,0.937125,0.08638020833333333,0.9262875221456967,3.2,3.2,0.0,0.0,0.0,12800.0
ton_zero,enscal,512,0.9250442708333334,0.003185941564947835,0.9368489583333334,0.08676041666666667,0.9259644948857574,3.2,3.2,0.0,0.0,0.0,3276.8
ton_zero,naive,2000,0.9251484375000001,0.0033570467322725493,0.9367864583333333,0.08648958333333333,0.9260520606527899,3.2,3.2,0.0,0.0,0.0,12800.0
ton_zero,naive,512,0.9214791666666666,0.005817321550314669,0.93775,0.09479166666666666,0.9228849051720781,3.2,3.2,0.0,0.0,0.0,3276.8
ton_zero,never,n/a,0.9249479166666668,0.0033092461586123104,,,0.9258494770362655,0.0,0.0,0.0,0.0,0.0,0.0
ton_zero,point,2000,0.9252239583333334,0.003255668789272843,0.9369322916666667,0.086484375,0.9261329970777349,3.2,3.0,0.2,102.4,0.0,12800.0
ton_zero,point,512,0.9229583333333333,0.005018685339937897,0.936640625,0.09072395833333333,0.9240830201747038,3.2,2.7,0.5,102.4,0.0,3276.8
ton_zero,replay,2000,0.9250078125000001,0.00302231271680078,0.9369322916666667,0.08691666666666667,0.9259453067545986,3.2,3.2,0.0,0.0,0.0,12800.0
ton_zero,strict,2000,0.9248463541666666,0.0032562343928878783,0.9362916666666667,0.08659895833333334,0.9257408340075185,3.2,0.06666666666666667,3.1333333333333333,102.4,0.0,12800.0
ton_zero,strict,512,0.9242604166666666,0.004443815574148005,0.9371510416666666,0.08863020833333334,0.9252923366762663,3.2,0.3,2.9,102.4,0.0,3276.8
unsw_full,adwin,2000,0.8314791666666667,0.005068809149526601,0.9690260416666666,0.3060677083333333,0.853084639186191,0.0,0.0,0.0,0.0,800.0,0.0
unsw_full,atc,2000,0.8698515625,0.005313306147633574,0.9572395833333334,0.21753645833333335,0.880965715785877,3.433333333333333,2.1,1.3333333333333333,0.0,0.0,13733.333333333334
unsw_full,atc,512,0.8547265625,0.005771767838395271,0.9593020833333333,0.24984895833333332,0.869152492640577,3.966666666666667,1.9,2.066666666666667,0.0,0.0,4061.866666666667
unsw_full,ddm,2000,0.8453489583333333,0.016175768851421784,0.9655833333333333,0.27488541666666666,0.8632549360369507,1.0,1.0,0.0,0.0,800.0,4000.0
unsw_full,doc,2000,0.8661770833333333,0.0047798875631900085,0.9584427083333333,0.22608854166666664,0.8782274058966872,4.066666666666666,1.6666666666666667,2.4,0.0,0.0,16266.666666666666
unsw_full,doc,512,0.8506874999999999,0.006352983714315157,0.9624375,0.26106250000000003,0.8666403887929941,5.066666666666666,1.2,3.8666666666666667,0.0,0.0,5188.266666666666
unsw_full,enscal,2000,0.8678333333333333,0.004946462656898564,0.9482864583333334,0.21261979166666667,0.8781017511563537,2.6,2.6,0.0,0.0,0.0,10400.0
unsw_full,enscal,512,0.8585078125,0.004605074063712072,0.9504739583333334,0.23345833333333335,0.870864884992381,2.6,2.6,0.0,0.0,0.0,2662.4
unsw_full,naive,2000,0.8720494791666666,0.005041445086844375,0.9546822916666666,0.21058333333333332,0.8823270225718686,2.6,2.6,0.0,0.0,0.0,10400.0
unsw_full,naive,512,0.8555390625,0.005936697073092217,0.957703125,0.24662499999999998,0.8695725641325378,2.6,2.6,0.0,0.0,0.0,2662.4
unsw_full,never,n/a,0.8314791666666667,0.005068809149526601,,,0.853084639186191,0.0,0.0,0.0,0.0,0.0,0.0
unsw_full,point,2000,0.8720260416666666,0.0050105514564755035,0.9547447916666666,0.21069270833333334,0.8823661154516286,2.8666666666666667,2.533333333333333,0.3333333333333333,91.73333333333333,0.0,11466.666666666666
unsw_full,point,512,0.8573098958333334,0.005068092847945034,0.9568489583333334,0.24222916666666666,0.8708232294854376,3.033333333333333,2.5,0.5333333333333333,97.06666666666666,0.0,3106.133333333333
unsw_full,replay,2000,0.851359375,0.004880483280660005,0.9616614583333334,0.2589427083333333,0.8667468406320897,2.6,2.6,0.0,0.0,0.0,10400.0
unsw_full,strict,2000,0.8697760416666667,0.004708811706447986,0.9558802083333333,0.216328125,0.8807523411270581,3.466666666666667,2.1333333333333333,1.3333333333333333,110.93333333333334,0.0,13866.666666666666
unsw_full,strict,512,0.8551536458333333,0.005008641984959082,0.95925,0.24894270833333335,0.8694481044167915,3.8,1.8666666666666667,1.9333333333333333,121.6,0.0,3891.2
unsw_zero,adwin,2000,0.8902864583333333,0.003580215643689093,0.9557447916666667,0.175171875,0.897308770341456,0.0,0.0,0.0,0.0,800.0,0.0
unsw_zero,atc,2000,0.8906328125,0.003302626260140604,0.9542447916666668,0.17297916666666666,0.8974438995275047,3.2,1.4,1.8,0.0,0.0,12800.0
unsw_zero,atc,512,0.8869479166666667,0.004806452854709007,0.9594843750000001,0.18558854166666666,0.8949325716482021,3.2,1.4666666666666666,1.7333333333333334,0.0,0.0,3276.8
unsw_zero,ddm,2000,0.8902864583333333,0.0037023470404755014,0.9573125,0.1767395833333333,0.8974695262863552,0.36666666666666664,0.36666666666666664,0.0,0.0,800.0,1466.6666666666667
unsw_zero,doc,2000,0.8908515625,0.0034882102800296816,0.953109375,0.17140625,0.8975151172930003,3.2,1.0,2.2,0.0,0.0,12800.0
unsw_zero,doc,512,0.8884765625,0.0052602155045041055,0.9556458333333333,0.1786927083333333,0.8958167557422648,3.2,0.6333333333333333,2.566666666666667,0.0,0.0,3276.8
unsw_zero,enscal,2000,0.89153125,0.003036641468176652,0.9388072916666667,0.15574479166666666,0.8966201021133683,3.2,3.2,0.0,0.0,0.0,12800.0
unsw_zero,enscal,512,0.8864895833333333,0.003866006782339105,0.944015625,0.17103645833333334,0.8928972664564933,3.2,3.2,0.0,0.0,0.0,3276.8
unsw_zero,naive,2000,0.8910104166666667,0.002892112365863679,0.955515625,0.17349479166666668,0.8978957877037612,3.2,3.2,0.0,0.0,0.0,12800.0
unsw_zero,naive,512,0.884484375,0.004389916458659391,0.9640364583333334,0.1950677083333333,0.8933701255553311,3.2,3.2,0.0,0.0,0.0,3276.8
unsw_zero,never,n/a,0.8902864583333333,0.003580215643689093,,,0.897308770341456,0.0,0.0,0.0,0.0,0.0,0.0
unsw_zero,point,2000,0.8911666666666667,0.0030410970671990003,0.9553125,0.17297916666666666,0.8980130279647394,3.2,2.3666666666666667,0.8333333333333334,102.4,0.0,12800.0
unsw_zero,point,512,0.8858932291666667,0.005076391586334268,0.9625208333333333,0.19073437499999998,0.8943720544621745,3.2,2.1333333333333333,1.0666666666666667,102.4,0.0,3276.8
unsw_zero,replay,2000,0.8908072916666666,0.003580568341477149,0.9543593749999999,0.17274479166666667,0.897612166843704,3.2,3.2,0.0,0.0,0.0,12800.0
unsw_zero,strict,2000,0.8908880208333334,0.0034218198491199154,0.9538020833333333,0.17202604166666668,0.897613591820962,3.2,0.6666666666666666,2.533333333333333,102.4,0.0,12800.0
unsw_zero,strict,512,0.8885052083333334,0.004707649461447586,0.9595468749999999,0.18253645833333332,0.8962228704408784,3.2,0.6,2.6,102.4,0.0,3276.8
