method,n_seeds,mean_balanced_accuracy,cumulative_error_area,cumulative_gain_vs_no_adapt,n_adaptations,detector_runtime_sec_total,method_label
qk_mmd_pauli_xz,30,0.919109375,8.0890625,7.6484375,4.966666666666667,7.344243736883315,QK-MMD PauliXZ
qk_mmd_zz,30,0.9137057291666667,8.629427083333333,7.108072916666667,5.3,6.996545886419093,QK-MMD ZZ
mmd_rbf,30,0.9124531250000001,8.7546875,6.9828125,2.1666666666666665,4.10317403327208,MMD-RBF
ks_max,30,0.9093098958333333,9.069010416666666,6.668489583333334,3.4,0.27300634648030003,KS-max
jsd,30,0.9024192708333333,9.758072916666666,5.979427083333333,3.7666666666666666,0.02720839299727227,JSD
energy_distance,30,0.9000755208333333,9.992447916666666,5.745052083333333,2.7666666666666666,0.06745764662822085,Energy distance
no_adaptation,30,0.842625,15.7375,0.0,0.0,0.0,No adaptation
