dataset,model,condition,seed,n_per_block,inc_is_m1,ba_incumbent,ba_challenger,gap_rand,gap_m2_minus_m1
ton_scanning,svc_rbf,indep_scaler_inc_pca,2057,2000,True,91.85,95.8,3.95,3.95
ton_scanning,svc_rbf,independent,2058,2000,False,94.275,50.075,-44.2,44.2
ton_scanning,svc_rbf,own_transformer,2058,2000,False,96.35,96.375,0.025,-0.025
ton_scanning,svc_rbf,inc_scaler_indep_pca,2058,2000,False,96.475,50.075,-46.4,46.4
ton_scanning,svc_rbf,indep_scaler_inc_pca,2058,2000,False,75.4,75.05,-0.35,0.35
ton_scanning,svc_rbf,independent,2059,2000,False,75.1,76.5,1.4,-1.4
ton_scanning,svc_rbf,own_transformer,2059,2000,False,96.05,96.6,0.55,-0.55
ton_scanning,svc_rbf,inc_scaler_indep_pca,2059,2000,False,94.525,50.0,-44.525,44.525
ton_scanning,svc_rbf,indep_scaler_inc_pca,2059,2000,False,75.075,75.1,0.025,-0.025
ton_scanning,svc_rbf,independent,2060,2000,True,93.775,50.075,-43.7,-43.7
ton_scanning,svc_rbf,own_transformer,2060,2000,True,96.775,96.825,0.05,0.05
ton_scanning,svc_rbf,inc_scaler_indep_pca,2060,2000,True,82.675,82.45,-0.225,-0.225
ton_scanning,svc_rbf,indep_scaler_inc_pca,2060,2000,True,50.05,50.075,0.025,0.025
ton_scanning,svc_rbf,independent,2061,2000,False,95.85,93.05,-2.8,2.8
ton_scanning,svc_rbf,own_transformer,2061,2000,False,96.675,96.525,-0.15,0.15
ton_scanning,svc_rbf,inc_scaler_indep_pca,2061,2000,False,88.35,50.0,-38.35,38.35
ton_scanning,svc_rbf,indep_scaler_inc_pca,2061,2000,False,95.25,93.175,-2.075,2.075
ton_scanning,svc_rbf,independent,2062,2000,True,95.7,95.975,0.275,0.275
ton_scanning,svc_rbf,own_transformer,2062,2000,True,96.8,96.55,-0.25,-0.25
ton_scanning,svc_rbf,inc_scaler_indep_pca,2062,2000,True,96.175,50.075,-46.1,-46.1
ton_scanning,svc_rbf,indep_scaler_inc_pca,2062,2000,True,80.4,82.975,2.575,2.575
ton_scanning,svc_rbf,independent,2063,2000,True,96.7,96.675,-0.025,-0.025
ton_scanning,svc_rbf,own_transformer,2063,2000,True,96.7,96.825,0.125,0.125
ton_scanning,svc_rbf,inc_scaler_indep_pca,2063,2000,True,95.65,50.125,-45.525,-45.525
ton_scanning,svc_rbf,indep_scaler_inc_pca,2063,2000,True,93.975,93.925,-0.05,-0.05
ton_scanning,svc_rbf,independent,2064,2000,False,90.825,75.6,-15.225,15.225
ton_scanning,svc_rbf,own_transformer,2064,2000,False,97.125,96.625,-0.5,0.5
ton_scanning,svc_rbf,inc_scaler_indep_pca,2064,2000,False,94.675,87.0,-7.675,7.675
ton_scanning,svc_rbf,indep_scaler_inc_pca,2064,2000,False,76.525,75.375,-1.15,1.15
ton_scanning,svc_rbf,independent,2065,2000,True,89.4,89.4,0.0,0.0
ton_scanning,svc_rbf,own_transformer,2065,2000,True,95.45,96.425,0.975,0.975
ton_scanning,svc_rbf,inc_scaler_indep_pca,2065,2000,True,95.375,92.325,-3.05,-3.05
ton_scanning,svc_rbf,indep_scaler_inc_pca,2065,2000,True,75.2,75.225,0.025,0.025
ton_scanning,svc_rbf,independent,2066,2000,False,96.45,96.55,0.1,-0.1
ton_scanning,svc_rbf,own_transformer,2066,2000,False,96.475,96.5,0.025,-0.025
ton_scanning,svc_rbf,inc_scaler_indep_pca,2066,2000,False,95.575,89.75,-5.825,5.825
ton_scanning,svc_rbf,indep_scaler_inc_pca,2066,2000,False,96.575,96.725,0.15,-0.15
ton_scanning,svc_rbf,independent,2067,2000,False,74.9,74.9,0.0,0.0
ton_scanning,svc_rbf,own_transformer,2067,2000,False,95.775,96.2,0.425,-0.425
ton_scanning,svc_rbf,inc_scaler_indep_pca,2067,2000,False,94.825,94.65,-0.175,0.175
ton_scanning,svc_rbf,indep_scaler_inc_pca,2067,2000,False,50.025,50.025,0.0,0.0
ton_scanning,svc_rbf,independent,2068,2000,True,96.075,96.35,0.275,0.275
ton_scanning,svc_rbf,own_transformer,2068,2000,True,96.225,96.3,0.075,0.075
ton_scanning,svc_rbf,inc_scaler_indep_pca,2068,2000,True,96.125,75.425,-20.7,-20.7
ton_scanning,svc_rbf,indep_scaler_inc_pca,2068,2000,True,75.3,93.7,18.4,18.4
ton_scanning,svc_rbf,independent,2069,2000,False,96.75,96.775,0.025,-0.025
ton_scanning,svc_rbf,own_transformer,2069,2000,False,97.1,97.0,-0.1,0.1
ton_scanning,svc_rbf,inc_scaler_indep_pca,2069,2000,False,96.075,96.375,0.3,-0.3
ton_scanning,svc_rbf,indep_scaler_inc_pca,2069,2000,False,96.4,96.375,-0.025,0.025
ton_scanning,svc_rbf,independent,2070,2000,False,94.425,74.325,-20.1,20.1
ton_scanning,svc_rbf,own_transformer,2070,2000,False,96.275,94.9,-1.375,1.375
ton_scanning,svc_rbf,inc_scaler_indep_pca,2070,2000,False,74.3,50.025,-24.275,24.275
ton_scanning,svc_rbf,indep_scaler_inc_pca,2070,2000,False,85.8,50.05,-35.75,35.75
ton_scanning,svc_rbf,independent,2071,2000,True,95.85,73.925,-21.925,-21.925
ton_scanning,svc_rbf,own_transformer,2071,2000,True,96.25,96.375,0.125,0.125
ton_scanning,svc_rbf,inc_scaler_indep_pca,2071,2000,True,96.175,90.0,-6.175,-6.175
ton_scanning,svc_rbf,indep_scaler_inc_pca,2071,2000,True,94.225,86.05,-8.175,-8.175
ton_scanning,svc_rbf,independent,2072,2000,True,50.0,91.3,41.3,41.3
ton_scanning,svc_rbf,own_transformer,2072,2000,True,97.025,96.65,-0.375,-0.375
ton_scanning,svc_rbf,inc_scaler_indep_pca,2072,2000,True,96.975,96.975,0.0,0.0
ton_scanning,svc_rbf,indep_scaler_inc_pca,2072,2000,True,50.0,74.65,24.65,24.65
ton_scanning,svc_rbf,independent,2073,2000,False,89.45,97.2,7.75,-7.75
ton_scanning,svc_rbf,own_transformer,2073,2000,False,96.6,97.1,0.5,-0.5
ton_scanning,svc_rbf,inc_scaler_indep_pca,2073,2000,False,95.95,95.975,0.025,-0.025
ton_scanning,svc_rbf,indep_scaler_inc_pca,2073,2000,False,76.175,96.15,19.975,-19.975
ton_scanning,svc_rbf,independent,2074,2000,False,50.05,50.05,0.0,0.0
ton_scanning,svc_rbf,own_transformer,2074,2000,False,96.0,96.1,0.1,-0.1
ton_scanning,svc_rbf,inc_scaler_indep_pca,2074,2000,False,95.075,95.125,0.05,-0.05
ton_scanning,svc_rbf,indep_scaler_inc_pca,2074,2000,False,50.05,50.05,0.0,0.0
ton_scanning,svc_rbf,independent,2075,2000,True,50.05,50.05,0.0,0.0
ton_scanning,svc_rbf,own_transformer,2075,2000,True,95.8,95.35,-0.45,-0.45
ton_scanning,svc_rbf,inc_scaler_indep_pca,2075,2000,True,94.95,93.025,-1.925,-1.925
ton_scanning,svc_rbf,indep_scaler_inc_pca,2075,2000,True,50.05,50.05,0.0,0.0
ton_scanning,svc_rbf,independent,2076,2000,True,96.625,75.775,-20.85,-20.85
ton_scanning,svc_rbf,own_transformer,2076,2000,True,96.725,96.75,0.025,0.025
ton_scanning,svc_rbf,inc_scaler_indep_pca,2076,2000,True,75.475,75.675,0.2,0.2
ton_scanning,svc_rbf,indep_scaler_inc_pca,2076,2000,True,95.425,75.75,-19.675,-19.675
ton_scanning,svc_rbf,independent,2077,2000,True,96.9,96.95,0.05,0.05
ton_scanning,svc_rbf,own_transformer,2077,2000,True,96.7,96.825,0.125,0.125
ton_scanning,svc_rbf,inc_scaler_indep_pca,2077,2000,True,94.75,74.775,-19.975,-19.975
ton_scanning,svc_rbf,indep_scaler_inc_pca,2077,2000,True,95.825,95.95,0.125,0.125
ton_scanning,svc_rbf,independent,2078,2000,True,96.825,96.8,-0.025,-0.025
ton_scanning,svc_rbf,own_transformer,2078,2000,True,96.875,96.925,0.05,0.05
ton_scanning,svc_rbf,inc_scaler_indep_pca,2078,2000,True,96.85,96.825,-0.025,-0.025
ton_scanning,svc_rbf,indep_scaler_inc_pca,2078,2000,True,96.125,89.9,-6.225,-6.225
ton_scanning,svc_rbf,independent,2079,2000,True,89.9,94.6,4.7,4.7
ton_scanning,svc_rbf,own_transformer,2079,2000,True,96.85,96.65,-0.2,-0.2
ton_scanning,svc_rbf,inc_scaler_indep_pca,2079,2000,True,95.4,95.35,-0.05,-0.05
ton_scanning,svc_rbf,indep_scaler_inc_pca,2079,2000,True,75.2,75.175,-0.025,-0.025
ton_scanning,svc_rbf,independent,2080,2000,True,96.2,50.0,-46.2,-46.2
ton_scanning,svc_rbf,own_transformer,2080,2000,True,96.05,96.275,0.225,0.225
ton_scanning,svc_rbf,inc_scaler_indep_pca,2080,2000,True,95.275,74.0,-21.275,-21.275
ton_scanning,svc_rbf,indep_scaler_inc_pca,2080,2000,True,90.65,50.0,-40.65,-40.65
ton_scanning,svc_rbf,independent,2081,2000,True,96.5,96.425,-0.075,-0.075
ton_scanning,svc_rbf,own_transformer,2081,2000,True,96.575,96.5,-0.075,-0.075
ton_scanning,svc_rbf,inc_scaler_indep_pca,2081,2000,True,96.35,96.325,-0.025,-0.025
ton_scanning,svc_rbf,indep_scaler_inc_pca,2081,2000,True,82.15,82.45,0.3,0.3
ton_scanning,svc_rbf,independent,2082,2000,False,90.275,95.95,5.675,-5.675
ton_scanning,svc_rbf,own_transformer,2082,2000,False,96.175,95.325,-0.85,0.85
ton_scanning,svc_rbf,inc_scaler_indep_pca,2082,2000,False,96.075,96.125,0.05,-0.05
ton_scanning,svc_rbf,indep_scaler_inc_pca,2082,2000,False,75.05,75.3,0.25,-0.25
ton_scanning,svc_rbf,independent,2083,2000,False,96.3,96.3,0.0,0.0
ton_scanning,svc_rbf,own_transformer,2083,2000,False,96.3,96.3,0.0,0.0
ton_scanning,svc_rbf,inc_scaler_indep_pca,2083,2000,False,74.85,74.7,-0.15,0.15
ton_scanning,svc_rbf,indep_scaler_inc_pca,2083,2000,False,96.375,96.3,-0.075,0.075
ton_scanning,svc_rbf,independent,2084,2000,True,96.325,50.0,-46.325,-46.325
ton_scanning,svc_rbf,own_transformer,2084,2000,True,96.625,96.725,0.1,0.1
ton_scanning,svc_rbf,inc_scaler_indep_pca,2084,2000,True,93.5,50.0,-43.5,-43.5
ton_scanning,svc_rbf,indep_scaler_inc_pca,2084,2000,True,96.425,50.0,-46.425,-46.425
ton_scanning,svc_rbf,independent,2085,2000,True,96.775,96.8,0.025,0.025
ton_scanning,svc_rbf,own_transformer,2085,2000,True,96.7,96.825,0.125,0.125
ton_scanning,svc_rbf,inc_scaler_indep_pca,2085,2000,True,96.95,74.65,-22.3,-22.3
ton_scanning,svc_rbf,indep_scaler_inc_pca,2085,2000,True,95.175,95.325,0.15,0.15
ton_scanning,svc_rbf,independent,2086,2000,True,95.9,96.55,0.65,0.65
ton_scanning,svc_rbf,own_transformer,2086,2000,True,96.55,96.55,0.0,0.0
ton_scanning,svc_rbf,inc_scaler_indep_pca,2086,2000,True,96.5,86.55,-9.95,-9.95
ton_scanning,svc_rbf,indep_scaler_inc_pca,2086,2000,True,95.275,95.1,-0.175,-0.175
ton_scanning,svc_rbf,independent,2087,2000,True,74.375,50.025,-24.35,-24.35
ton_scanning,svc_rbf,own_transformer,2087,2000,True,97.15,97.0,-0.15,-0.15
ton_scanning,svc_rbf,inc_scaler_indep_pca,2087,2000,True,97.075,49.95,-47.125,-47.125
ton_scanning,svc_rbf,indep_scaler_inc_pca,2087,2000,True,74.25,50.025,-24.225,-24.225
ton_scanning,svc_rbf,independent,2088,2000,False,75.025,75.05,0.025,-0.025
ton_scanning,svc_rbf,own_transformer,2088,2000,False,96.65,95.125,-1.525,1.525
ton_scanning,svc_rbf,inc_scaler_indep_pca,2088,2000,False,95.175,76.175,-19.0,19.0
ton_scanning,svc_rbf,indep_scaler_inc_pca,2088,2000,False,50.075,50.075,0.0,0.0
ton_scanning,svc_rbf,independent,2089,2000,True,96.0,96.05,0.05,0.05
ton_scanning,svc_rbf,own_transformer,2089,2000,True,97.125,97.25,0.125,0.125
ton_scanning,svc_rbf,inc_scaler_indep_pca,2089,2000,True,95.1,87.625,-7.475,-7.475
ton_scanning,svc_rbf,indep_scaler_inc_pca,2089,2000,True,76.9,94.075,17.175,17.175
ton_scanning,svc_rbf,independent,2090,2000,False,92.925,96.675,3.75,-3.75
ton_scanning,svc_rbf,own_transformer,2090,2000,False,97.05,97.075,0.025,-0.025
ton_scanning,svc_rbf,inc_scaler_indep_pca,2090,2000,False,97.075,91.225,-5.85,5.85
ton_scanning,svc_rbf,indep_scaler_inc_pca,2090,2000,False,75.3,95.5,20.2,-20.2
ton_scanning,svc_rbf,independent,2091,2000,True,96.6,96.6,0.0,0.0
ton_scanning,svc_rbf,own_transformer,2091,2000,True,96.575,96.375,-0.2,-0.2
ton_scanning,svc_rbf,inc_scaler_indep_pca,2091,2000,True,75.425,50.0,-25.425,-25.425
ton_scanning,svc_rbf,indep_scaler_inc_pca,2091,2000,True,94.425,94.775,0.35,0.35
ton_scanning,svc_rbf,independent,2092,2000,False,97.1,97.05,-0.05,0.05
ton_scanning,svc_rbf,own_transformer,2092,2000,False,96.125,97.175,1.05,-1.05
ton_scanning,svc_rbf,inc_scaler_indep_pca,2092,2000,False,96.2,95.85,-0.35,0.35
ton_scanning,svc_rbf,indep_scaler_inc_pca,2092,2000,False,95.275,97.025,1.75,-1.75
ton_scanning,svc_rbf,independent,2093,2000,False,96.85,89.175,-7.675,7.675
ton_scanning,svc_rbf,own_transformer,2093,2000,False,96.875,96.825,-0.05,0.05
ton_scanning,svc_rbf,inc_scaler_indep_pca,2093,2000,False,95.65,75.175,-20.475,20.475
ton_scanning,svc_rbf,indep_scaler_inc_pca,2093,2000,False,96.3,75.225,-21.075,21.075
ton_scanning,svc_rbf,independent,2094,2000,False,74.525,74.475,-0.05,0.05
ton_scanning,svc_rbf,own_transformer,2094,2000,False,96.175,96.15,-0.025,0.025
ton_scanning,svc_rbf,inc_scaler_indep_pca,2094,2000,False,94.475,94.425,-0.05,0.05
ton_scanning,svc_rbf,indep_scaler_inc_pca,2094,2000,False,50.025,50.025,0.0,0.0
ton_scanning,svc_rbf,independent,2095,2000,False,76.2,95.65,19.45,-19.45
ton_scanning,svc_rbf,own_transformer,2095,2000,False,96.25,96.225,-0.025,0.025
ton_scanning,svc_rbf,inc_scaler_indep_pca,2095,2000,False,96.225,88.15,-8.075,8.075
ton_scanning,svc_rbf,indep_scaler_inc_pca,2095,2000,False,50.025,76.25,26.225,-26.225
ton_scanning,svc_rbf,independent,2096,2000,False,96.975,96.975,0.0,0.0
ton_scanning,svc_rbf,own_transformer,2096,2000,False,97.075,97.05,-0.025,0.025
ton_scanning,svc_rbf,inc_scaler_indep_pca,2096,2000,False,94.875,94.75,-0.125,0.125
ton_scanning,svc_rbf,indep_scaler_inc_pca,2096,2000,False,94.9,95.075,0.175,-0.175
ton_scanning,svc_rbf,independent,2097,2000,True,50.0,96.8,46.8,46.8
ton_scanning,svc_rbf,own_transformer,2097,2000,True,96.825,96.95,0.125,0.125
ton_scanning,svc_rbf,inc_scaler_indep_pca,2097,2000,True,96.95,94.425,-2.525,-2.525
ton_scanning,svc_rbf,indep_scaler_inc_pca,2097,2000,True,50.0,75.45,25.45,25.45
ton_scanning,svc_rbf,independent,2098,2000,False,96.175,87.925,-8.25,8.25
ton_scanning,svc_rbf,own_transformer,2098,2000,False,96.175,96.15,-0.025,0.025
ton_scanning,svc_rbf,inc_scaler_indep_pca,2098,2000,False,96.275,87.025,-9.25,9.25
ton_scanning,svc_rbf,indep_scaler_inc_pca,2098,2000,False,92.425,75.425,-17.0,17.0
ton_scanning,svc_rbf,independent,2099,2000,True,96.85,97.075,0.225,0.225
ton_scanning,svc_rbf,own_transformer,2099,2000,True,96.95,96.65,-0.3,-0.3
ton_scanning,svc_rbf,inc_scaler_indep_pca,2099,2000,True,96.5,96.575,0.075,0.075
ton_scanning,svc_rbf,indep_scaler_inc_pca,2099,2000,True,95.075,96.575,1.5,1.5
ton_scanning,svc_rbf,independent,2100,2000,False,89.975,74.95,-15.025,15.025
ton_scanning,svc_rbf,own_transformer,2100,2000,False,96.375,96.5,0.125,-0.125
ton_scanning,svc_rbf,inc_scaler_indep_pca,2100,2000,False,93.65,93.125,-0.525,0.525
ton_scanning,svc_rbf,indep_scaler_inc_pca,2100,2000,False,86.725,74.475,-12.25,12.25
