dataset,model,condition,seed,n_per_block,inc_is_m1,ba_incumbent,ba_challenger,gap_rand,gap_m2_minus_m1
unsw_recon,svc_rbf,own_transformer,2065,2000,False,88.725,88.2,-0.525,0.525
unsw_recon,svc_rbf,independent,2066,2000,True,88.05,88.1,0.05,0.05
unsw_recon,svc_rbf,own_transformer,2066,2000,True,88.8,88.3,-0.5,-0.5
unsw_recon,svc_rbf,independent,2067,2000,True,88.6,88.625,0.025,0.025
unsw_recon,svc_rbf,own_transformer,2067,2000,True,88.875,88.95,0.075,0.075
unsw_recon,svc_rbf,independent,2068,2000,False,88.45,88.625,0.175,-0.175
unsw_recon,svc_rbf,own_transformer,2068,2000,False,88.75,88.5,-0.25,0.25
unsw_recon,svc_rbf,independent,2069,2000,True,88.65,89.1,0.45,0.45
unsw_recon,svc_rbf,own_transformer,2069,2000,True,89.125,89.4,0.275,0.275
unsw_recon,svc_rbf,independent,2070,2000,True,89.3,89.625,0.325,0.325
unsw_recon,svc_rbf,own_transformer,2070,2000,True,89.125,89.6,0.475,0.475
unsw_recon,svc_rbf,independent,2071,2000,True,88.975,88.75,-0.225,-0.225
unsw_recon,svc_rbf,own_transformer,2071,2000,True,89.175,88.875,-0.3,-0.3
unsw_recon,svc_rbf,independent,2072,2000,False,88.8,88.725,-0.075,0.075
unsw_recon,svc_rbf,own_transformer,2072,2000,False,88.625,88.575,-0.05,0.05
unsw_recon,svc_rbf,independent,2073,2000,True,89.125,89.425,0.3,0.3
unsw_recon,svc_rbf,own_transformer,2073,2000,True,89.05,89.225,0.175,0.175
unsw_recon,svc_rbf,independent,2074,2000,False,88.725,89.2,0.475,-0.475
unsw_recon,svc_rbf,own_transformer,2074,2000,False,88.925,89.25,0.325,-0.325
unsw_recon,svc_rbf,independent,2075,2000,True,88.975,89.4,0.425,0.425
unsw_recon,svc_rbf,own_transformer,2075,2000,True,88.925,89.625,0.7,0.7
unsw_recon,svc_rbf,independent,2076,2000,True,88.7,89.25,0.55,0.55
unsw_recon,svc_rbf,own_transformer,2076,2000,True,88.725,89.525,0.8,0.8
unsw_recon,svc_rbf,independent,2077,2000,False,88.75,88.35,-0.4,0.4
unsw_recon,svc_rbf,own_transformer,2077,2000,False,88.775,88.45,-0.325,0.325
unsw_recon,svc_rbf,independent,2078,2000,False,88.575,88.65,0.075,-0.075
unsw_recon,svc_rbf,own_transformer,2078,2000,False,89.075,88.925,-0.15,0.15
unsw_recon,svc_rbf,independent,2079,2000,True,89.15,89.6,0.45,0.45
unsw_recon,svc_rbf,own_transformer,2079,2000,True,89.025,89.625,0.6,0.6
unsw_recon,svc_rbf,independent,2080,2000,True,89.0,89.25,0.25,0.25
unsw_recon,svc_rbf,own_transformer,2080,2000,True,89.375,89.175,-0.2,-0.2
unsw_recon,svc_rbf,independent,2081,2000,False,88.625,88.55,-0.075,0.075
unsw_recon,svc_rbf,own_transformer,2081,2000,False,88.5,88.525,0.025,-0.025
unsw_recon,svc_rbf,independent,2082,2000,False,88.2,88.375,0.175,-0.175
unsw_recon,svc_rbf,own_transformer,2082,2000,False,88.45,88.45,0.0,0.0
unsw_recon,svc_rbf,independent,2083,2000,False,89.275,89.65,0.375,-0.375
unsw_recon,svc_rbf,own_transformer,2083,2000,False,89.5,89.725,0.225,-0.225
unsw_recon,svc_rbf,independent,2084,2000,True,89.575,89.6,0.025,0.025
unsw_recon,svc_rbf,own_transformer,2084,2000,True,89.5,89.125,-0.375,-0.375
unsw_recon,svc_rbf,independent,2085,2000,False,88.875,88.575,-0.3,0.3
unsw_recon,svc_rbf,own_transformer,2085,2000,False,89.075,88.925,-0.15,0.15
unsw_recon,svc_rbf,independent,2086,2000,True,88.8,89.1,0.3,0.3
unsw_recon,svc_rbf,own_transformer,2086,2000,True,89.225,89.225,0.0,0.0
unsw_recon,svc_rbf,independent,2087,2000,True,89.275,89.275,0.0,0.0
unsw_recon,svc_rbf,own_transformer,2087,2000,True,89.2,89.4,0.2,0.2
unsw_recon,svc_rbf,independent,2088,2000,False,89.475,89.35,-0.125,0.125
unsw_recon,svc_rbf,own_transformer,2088,2000,False,89.875,89.75,-0.125,0.125
unsw_recon,svc_rbf,independent,2089,2000,False,88.925,88.85,-0.075,0.075
unsw_recon,svc_rbf,own_transformer,2089,2000,False,89.0,88.7,-0.3,0.3
unsw_recon,svc_rbf,independent,2090,2000,False,88.875,89.25,0.375,-0.375
unsw_recon,svc_rbf,own_transformer,2090,2000,False,88.875,89.075,0.2,-0.2
unsw_recon,svc_rbf,independent,2091,2000,False,87.925,88.125,0.2,-0.2
unsw_recon,svc_rbf,own_transformer,2091,2000,False,88.0,88.25,0.25,-0.25
unsw_recon,svc_rbf,independent,2092,2000,True,89.625,89.15,-0.475,-0.475
unsw_recon,svc_rbf,own_transformer,2092,2000,True,89.6,89.2,-0.4,-0.4
unsw_recon,svc_rbf,independent,2093,2000,False,88.65,88.425,-0.225,0.225
unsw_recon,svc_rbf,own_transformer,2093,2000,False,88.675,88.4,-0.275,0.275
unsw_recon,svc_rbf,independent,2094,2000,False,89.4,89.15,-0.25,0.25
unsw_recon,svc_rbf,own_transformer,2094,2000,False,89.675,89.35,-0.325,0.325
unsw_recon,svc_rbf,independent,2095,2000,False,88.6,88.525,-0.075,0.075
unsw_recon,svc_rbf,own_transformer,2095,2000,False,88.425,88.575,0.15,-0.15
unsw_recon,svc_rbf,independent,2096,2000,True,89.25,89.975,0.725,0.725
unsw_recon,svc_rbf,own_transformer,2096,2000,True,89.05,89.85,0.8,0.8
unsw_recon,svc_rbf,independent,2097,2000,False,88.15,88.225,0.075,-0.075
unsw_recon,svc_rbf,own_transformer,2097,2000,False,88.325,88.15,-0.175,0.175
unsw_recon,svc_rbf,independent,2098,2000,False,88.375,88.075,-0.3,0.3
unsw_recon,svc_rbf,own_transformer,2098,2000,False,88.7,88.225,-0.475,0.475
unsw_recon,svc_rbf,independent,2099,2000,False,88.775,88.325,-0.45,0.45
unsw_recon,svc_rbf,own_transformer,2099,2000,False,88.875,88.65,-0.225,0.225
unsw_recon,svc_rbf,independent,2100,2000,False,89.35,88.875,-0.475,0.475
unsw_recon,svc_rbf,own_transformer,2100,2000,False,89.425,88.95,-0.475,0.475
ton_scanning,svc_rbf,independent,2001,2000,False,94.725,96.8,2.075,-2.075
ton_scanning,svc_rbf,own_transformer,2001,2000,False,95.825,96.525,0.7,-0.7
ton_scanning,svc_rbf,inc_scaler_indep_pca,2001,2000,False,96.9,96.925,0.025,-0.025
ton_scanning,svc_rbf,indep_scaler_inc_pca,2001,2000,False,89.075,95.2,6.125,-6.125
ton_scanning,svc_rbf,independent,2002,2000,True,53.4,88.65,35.25,35.25
ton_scanning,svc_rbf,own_transformer,2002,2000,True,96.3,96.125,-0.175,-0.175
ton_scanning,svc_rbf,inc_scaler_indep_pca,2002,2000,True,94.575,94.6,0.025,0.025
ton_scanning,svc_rbf,indep_scaler_inc_pca,2002,2000,True,50.05,73.9,23.85,23.85
ton_scanning,svc_rbf,independent,2003,2000,True,96.95,97.0,0.05,0.05
ton_scanning,svc_rbf,own_transformer,2003,2000,True,96.875,95.95,-0.925,-0.925
ton_scanning,svc_rbf,inc_scaler_indep_pca,2003,2000,True,96.825,87.75,-9.075,-9.075
ton_scanning,svc_rbf,indep_scaler_inc_pca,2003,2000,True,95.2,95.775,0.575,0.575
ton_scanning,svc_rbf,independent,2004,2000,False,96.65,96.5,-0.15,0.15
ton_scanning,svc_rbf,own_transformer,2004,2000,False,96.65,96.675,0.025,-0.025
ton_scanning,svc_rbf,inc_scaler_indep_pca,2004,2000,False,95.5,95.45,-0.05,0.05
ton_scanning,svc_rbf,indep_scaler_inc_pca,2004,2000,False,96.675,89.125,-7.55,7.55
ton_scanning,svc_rbf,independent,2005,2000,True,96.375,96.525,0.15,0.15
ton_scanning,svc_rbf,own_transformer,2005,2000,True,96.75,96.725,-0.025,-0.025
ton_scanning,svc_rbf,inc_scaler_indep_pca,2005,2000,True,95.125,90.45,-4.675,-4.675
ton_scanning,svc_rbf,indep_scaler_inc_pca,2005,2000,True,94.2,94.725,0.525,0.525
ton_scanning,svc_rbf,independent,2006,2000,True,49.975,49.975,0.0,0.0
ton_scanning,svc_rbf,own_transformer,2006,2000,True,96.7,96.55,-0.15,-0.15
ton_scanning,svc_rbf,inc_scaler_indep_pca,2006,2000,True,94.85,94.85,0.0,0.0
ton_scanning,svc_rbf,indep_scaler_inc_pca,2006,2000,True,49.975,49.975,0.0,0.0
ton_scanning,svc_rbf,independent,2007,2000,False,96.65,73.25,-23.4,23.4
ton_scanning,svc_rbf,own_transformer,2007,2000,False,96.625,96.275,-0.35,0.35
ton_scanning,svc_rbf,inc_scaler_indep_pca,2007,2000,False,96.15,95.575,-0.575,0.575
ton_scanning,svc_rbf,indep_scaler_inc_pca,2007,2000,False,95.725,73.15,-22.575,22.575
ton_scanning,svc_rbf,independent,2008,2000,False,96.875,96.1,-0.775,0.775
ton_scanning,svc_rbf,own_transformer,2008,2000,False,96.675,96.775,0.1,-0.1
ton_scanning,svc_rbf,inc_scaler_indep_pca,2008,2000,False,74.95,50.0,-24.95,24.95
ton_scanning,svc_rbf,indep_scaler_inc_pca,2008,2000,False,80.025,75.4,-4.625,4.625
ton_scanning,svc_rbf,independent,2009,2000,False,96.675,96.925,0.25,-0.25
ton_scanning,svc_rbf,own_transformer,2009,2000,False,96.0,96.65,0.65,-0.65
ton_scanning,svc_rbf,inc_scaler_indep_pca,2009,2000,False,95.95,50.05,-45.9,45.9
ton_scanning,svc_rbf,indep_scaler_inc_pca,2009,2000,False,95.85,96.25,0.4,-0.4
ton_scanning,svc_rbf,independent,2010,2000,True,50.075,50.075,0.0,0.0
ton_scanning,svc_rbf,own_transformer,2010,2000,True,96.75,96.7,-0.05,-0.05
ton_scanning,svc_rbf,inc_scaler_indep_pca,2010,2000,True,96.875,87.85,-9.025,-9.025
ton_scanning,svc_rbf,indep_scaler_inc_pca,2010,2000,True,50.075,50.075,0.0,0.0
ton_scanning,svc_rbf,independent,2011,2000,True,96.725,96.8,0.075,0.075
ton_scanning,svc_rbf,own_transformer,2011,2000,True,96.675,96.975,0.3,0.3
ton_scanning,svc_rbf,inc_scaler_indep_pca,2011,2000,True,75.575,50.025,-25.55,-25.55
ton_scanning,svc_rbf,indep_scaler_inc_pca,2011,2000,True,96.85,96.725,-0.125,-0.125
ton_scanning,svc_rbf,independent,2012,2000,False,50.025,75.225,25.2,-25.2
ton_scanning,svc_rbf,own_transformer,2012,2000,False,95.6,96.45,0.85,-0.85
ton_scanning,svc_rbf,inc_scaler_indep_pca,2012,2000,False,95.4,95.225,-0.175,0.175
ton_scanning,svc_rbf,indep_scaler_inc_pca,2012,2000,False,50.025,50.0,-0.025,0.025
ton_scanning,svc_rbf,independent,2013,2000,True,96.85,96.7,-0.15,-0.15
ton_scanning,svc_rbf,own_transformer,2013,2000,True,96.9,96.875,-0.025,-0.025
ton_scanning,svc_rbf,inc_scaler_indep_pca,2013,2000,True,96.85,95.975,-0.875,-0.875
ton_scanning,svc_rbf,indep_scaler_inc_pca,2013,2000,True,95.65,95.4,-0.25,-0.25
ton_scanning,svc_rbf,independent,2014,2000,True,90.275,91.575,1.3,1.3
ton_scanning,svc_rbf,own_transformer,2014,2000,True,96.325,96.6,0.275,0.275
ton_scanning,svc_rbf,inc_scaler_indep_pca,2014,2000,True,96.575,95.975,-0.6,-0.6
ton_scanning,svc_rbf,indep_scaler_inc_pca,2014,2000,True,74.25,74.925,0.675,0.675
ton_scanning,svc_rbf,independent,2015,2000,True,95.45,90.95,-4.5,-4.5
ton_scanning,svc_rbf,own_transformer,2015,2000,True,96.5,96.675,0.175,0.175
ton_scanning,svc_rbf,inc_scaler_indep_pca,2015,2000,True,96.65,96.625,-0.025,-0.025
ton_scanning,svc_rbf,indep_scaler_inc_pca,2015,2000,True,74.775,74.75,-0.025,-0.025
ton_scanning,svc_rbf,independent,2016,2000,True,50.025,96.3,46.275,46.275
ton_scanning,svc_rbf,own_transformer,2016,2000,True,96.65,96.45,-0.2,-0.2
ton_scanning,svc_rbf,inc_scaler_indep_pca,2016,2000,True,96.825,96.9,0.075,0.075
ton_scanning,svc_rbf,indep_scaler_inc_pca,2016,2000,True,50.025,90.225,40.2,40.2
ton_scanning,svc_rbf,independent,2017,2000,False,50.025,50.025,0.0,0.0
ton_scanning,svc_rbf,own_transformer,2017,2000,False,96.3,97.275,0.975,-0.975
ton_scanning,svc_rbf,inc_scaler_indep_pca,2017,2000,False,94.65,94.25,-0.4,0.4
ton_scanning,svc_rbf,indep_scaler_inc_pca,2017,2000,False,50.025,50.025,0.0,0.0
ton_scanning,svc_rbf,independent,2018,2000,False,95.95,96.125,0.175,-0.175
ton_scanning,svc_rbf,own_transformer,2018,2000,False,95.225,95.925,0.7,-0.7
ton_scanning,svc_rbf,inc_scaler_indep_pca,2018,2000,False,94.6,94.6,0.0,0.0
ton_scanning,svc_rbf,indep_scaler_inc_pca,2018,2000,False,85.55,91.25,5.7,-5.7
ton_scanning,svc_rbf,independent,2019,2000,False,96.6,96.525,-0.075,0.075
ton_scanning,svc_rbf,own_transformer,2019,2000,False,95.5,96.6,1.1,-1.1
ton_scanning,svc_rbf,inc_scaler_indep_pca,2019,2000,False,74.975,49.975,-25.0,25.0
ton_scanning,svc_rbf,indep_scaler_inc_pca,2019,2000,False,94.85,94.8,-0.05,0.05
ton_scanning,svc_rbf,independent,2020,2000,False,96.275,95.925,-0.35,0.35
ton_scanning,svc_rbf,own_transformer,2020,2000,False,96.4,95.25,-1.15,1.15
ton_scanning,svc_rbf,inc_scaler_indep_pca,2020,2000,False,96.275,74.35,-21.925,21.925
ton_scanning,svc_rbf,indep_scaler_inc_pca,2020,2000,False,94.125,94.125,0.0,0.0
ton_scanning,svc_rbf,independent,2021,2000,False,90.7,50.0,-40.7,40.7
ton_scanning,svc_rbf,own_transformer,2021,2000,False,96.475,95.35,-1.125,1.125
ton_scanning,svc_rbf,inc_scaler_indep_pca,2021,2000,False,95.275,95.275,0.0,0.0
ton_scanning,svc_rbf,indep_scaler_inc_pca,2021,2000,False,88.075,50.0,-38.075,38.075
ton_scanning,svc_rbf,independent,2022,2000,False,96.0,96.15,0.15,-0.15
ton_scanning,svc_rbf,own_transformer,2022,2000,False,96.675,96.8,0.125,-0.125
ton_scanning,svc_rbf,inc_scaler_indep_pca,2022,2000,False,75.575,50.05,-25.525,25.525
ton_scanning,svc_rbf,indep_scaler_inc_pca,2022,2000,False,95.025,95.075,0.05,-0.05
ton_scanning,svc_rbf,independent,2023,2000,False,96.475,50.0,-46.475,46.475
ton_scanning,svc_rbf,own_transformer,2023,2000,False,96.525,96.675,0.15,-0.15
ton_scanning,svc_rbf,inc_scaler_indep_pca,2023,2000,False,96.525,50.0,-46.525,46.525
ton_scanning,svc_rbf,indep_scaler_inc_pca,2023,2000,False,96.675,74.9,-21.775,21.775
ton_scanning,svc_rbf,independent,2024,2000,False,96.55,75.125,-21.425,21.425
ton_scanning,svc_rbf,own_transformer,2024,2000,False,96.45,96.575,0.125,-0.125
ton_scanning,svc_rbf,inc_scaler_indep_pca,2024,2000,False,96.15,53.0,-43.15,43.15
ton_scanning,svc_rbf,indep_scaler_inc_pca,2024,2000,False,80.675,77.175,-3.5,3.5
ton_scanning,svc_rbf,independent,2025,2000,False,96.3,96.625,0.325,-0.325
ton_scanning,svc_rbf,own_transformer,2025,2000,False,96.45,95.725,-0.725,0.725
ton_scanning,svc_rbf,inc_scaler_indep_pca,2025,2000,False,75.35,50.0,-25.35,25.35
ton_scanning,svc_rbf,indep_scaler_inc_pca,2025,2000,False,96.575,96.525,-0.05,0.05
ton_scanning,svc_rbf,independent,2026,2000,False,96.325,86.85,-9.475,9.475
ton_scanning,svc_rbf,own_transformer,2026,2000,False,96.625,96.725,0.1,-0.1
ton_scanning,svc_rbf,inc_scaler_indep_pca,2026,2000,False,96.85,88.625,-8.225,8.225
ton_scanning,svc_rbf,indep_scaler_inc_pca,2026,2000,False,89.175,73.875,-15.3,15.3
ton_scanning,svc_rbf,independent,2027,2000,False,96.15,95.3,-0.85,0.85
ton_scanning,svc_rbf,own_transformer,2027,2000,False,96.45,96.25,-0.2,0.2
ton_scanning,svc_rbf,inc_scaler_indep_pca,2027,2000,False,96.325,96.4,0.075,-0.075
ton_scanning,svc_rbf,indep_scaler_inc_pca,2027,2000,False,95.2,95.25,0.05,-0.05
ton_scanning,svc_rbf,independent,2028,2000,True,96.575,96.575,0.0,0.0
ton_scanning,svc_rbf,own_transformer,2028,2000,True,96.575,96.45,-0.125,-0.125
ton_scanning,svc_rbf,inc_scaler_indep_pca,2028,2000,True,75.3,75.325,0.025,0.025
ton_scanning,svc_rbf,indep_scaler_inc_pca,2028,2000,True,95.175,95.175,0.0,0.0
ton_scanning,svc_rbf,independent,2029,2000,True,95.275,90.775,-4.5,-4.5
ton_scanning,svc_rbf,own_transformer,2029,2000,True,96.55,96.75,0.2,0.2
ton_scanning,svc_rbf,inc_scaler_indep_pca,2029,2000,True,94.625,86.525,-8.1,-8.1
ton_scanning,svc_rbf,indep_scaler_inc_pca,2029,2000,True,90.8,90.3,-0.5,-0.5
ton_scanning,svc_rbf,independent,2030,2000,True,96.25,96.15,-0.1,-0.1
ton_scanning,svc_rbf,own_transformer,2030,2000,True,95.8,96.2,0.4,0.4
ton_scanning,svc_rbf,inc_scaler_indep_pca,2030,2000,True,74.675,50.0,-24.675,-24.675
ton_scanning,svc_rbf,indep_scaler_inc_pca,2030,2000,True,95.65,95.825,0.175,0.175
ton_scanning,svc_rbf,independent,2031,2000,False,50.05,75.025,24.975,-24.975
ton_scanning,svc_rbf,own_transformer,2031,2000,False,96.45,96.5,0.05,-0.05
ton_scanning,svc_rbf,inc_scaler_indep_pca,2031,2000,False,96.425,95.875,-0.55,0.55
ton_scanning,svc_rbf,indep_scaler_inc_pca,2031,2000,False,50.0,75.15,25.15,-25.15
ton_scanning,svc_rbf,independent,2032,2000,False,74.275,94.425,20.15,-20.15
ton_scanning,svc_rbf,own_transformer,2032,2000,False,96.075,96.15,0.075,-0.075
ton_scanning,svc_rbf,inc_scaler_indep_pca,2032,2000,False,96.15,96.1,-0.05,0.05
ton_scanning,svc_rbf,indep_scaler_inc_pca,2032,2000,False,74.175,94.875,20.7,-20.7
ton_scanning,svc_rbf,independent,2033,2000,True,86.95,96.475,9.525,9.525
ton_scanning,svc_rbf,own_transformer,2033,2000,True,96.475,96.55,0.075,0.075
ton_scanning,svc_rbf,inc_scaler_indep_pca,2033,2000,True,83.175,83.225,0.05,0.05
ton_scanning,svc_rbf,indep_scaler_inc_pca,2033,2000,True,74.525,96.475,21.95,21.95
ton_scanning,svc_rbf,independent,2034,2000,True,50.1,50.1,0.0,0.0
ton_scanning,svc_rbf,own_transformer,2034,2000,True,96.65,96.6,-0.05,-0.05
ton_scanning,svc_rbf,inc_scaler_indep_pca,2034,2000,True,96.35,96.625,0.275,0.275
ton_scanning,svc_rbf,indep_scaler_inc_pca,2034,2000,True,50.1,50.1,0.0,0.0
ton_scanning,svc_rbf,independent,2035,2000,True,96.675,86.875,-9.8,-9.8
ton_scanning,svc_rbf,own_transformer,2035,2000,True,96.775,96.35,-0.425,-0.425
ton_scanning,svc_rbf,inc_scaler_indep_pca,2035,2000,True,88.95,50.025,-38.925,-38.925
ton_scanning,svc_rbf,indep_scaler_inc_pca,2035,2000,True,96.8,76.825,-19.975,-19.975
ton_scanning,svc_rbf,independent,2036,2000,False,50.025,50.025,0.0,0.0
ton_scanning,svc_rbf,own_transformer,2036,2000,False,96.625,96.7,0.075,-0.075
ton_scanning,svc_rbf,inc_scaler_indep_pca,2036,2000,False,95.65,95.675,0.025,-0.025
ton_scanning,svc_rbf,indep_scaler_inc_pca,2036,2000,False,50.025,50.025,0.0,0.0
ton_scanning,svc_rbf,independent,2037,2000,False,50.05,96.075,46.025,-46.025
ton_scanning,svc_rbf,own_transformer,2037,2000,False,96.15,96.2,0.05,-0.05
ton_scanning,svc_rbf,inc_scaler_indep_pca,2037,2000,False,95.55,95.55,0.0,0.0
ton_scanning,svc_rbf,indep_scaler_inc_pca,2037,2000,False,50.025,85.725,35.7,-35.7
ton_scanning,svc_rbf,independent,2038,2000,False,74.7,50.025,-24.675,24.675
ton_scanning,svc_rbf,own_transformer,2038,2000,False,96.975,97.025,0.05,-0.05
ton_scanning,svc_rbf,inc_scaler_indep_pca,2038,2000,False,96.975,87.7,-9.275,9.275
ton_scanning,svc_rbf,indep_scaler_inc_pca,2038,2000,False,74.65,50.025,-24.625,24.625
ton_scanning,svc_rbf,independent,2039,2000,True,95.9,50.1,-45.8,-45.8
ton_scanning,svc_rbf,own_transformer,2039,2000,True,96.575,96.625,0.05,0.05
ton_scanning,svc_rbf,inc_scaler_indep_pca,2039,2000,True,94.45,50.1,-44.35,-44.35
ton_scanning,svc_rbf,indep_scaler_inc_pca,2039,2000,True,95.375,94.6,-0.775,-0.775
ton_scanning,svc_rbf,independent,2040,2000,False,95.775,90.8,-4.975,4.975
ton_scanning,svc_rbf,own_transformer,2040,2000,False,96.775,96.7,-0.075,0.075
ton_scanning,svc_rbf,inc_scaler_indep_pca,2040,2000,False,96.525,74.9,-21.625,21.625
ton_scanning,svc_rbf,indep_scaler_inc_pca,2040,2000,False,95.25,75.175,-20.075,20.075
ton_scanning,svc_rbf,independent,2041,2000,False,50.05,50.05,0.0,0.0
ton_scanning,svc_rbf,own_transformer,2041,2000,False,96.25,96.325,0.075,-0.075
ton_scanning,svc_rbf,inc_scaler_indep_pca,2041,2000,False,94.275,50.0,-44.275,44.275
ton_scanning,svc_rbf,indep_scaler_inc_pca,2041,2000,False,50.05,50.05,0.0,0.0
ton_scanning,svc_rbf,independent,2042,2000,False,74.5,95.1,20.6,-20.6
ton_scanning,svc_rbf,own_transformer,2042,2000,False,96.2,96.6,0.4,-0.4
ton_scanning,svc_rbf,inc_scaler_indep_pca,2042,2000,False,96.725,96.675,-0.05,0.05
ton_scanning,svc_rbf,indep_scaler_inc_pca,2042,2000,False,50.0,94.55,44.55,-44.55
ton_scanning,svc_rbf,independent,2043,2000,False,96.075,96.825,0.75,-0.75
ton_scanning,svc_rbf,own_transformer,2043,2000,False,96.575,96.8,0.225,-0.225
ton_scanning,svc_rbf,inc_scaler_indep_pca,2043,2000,False,94.7,94.575,-0.125,0.125
ton_scanning,svc_rbf,indep_scaler_inc_pca,2043,2000,False,94.875,95.75,0.875,-0.875
ton_scanning,svc_rbf,independent,2044,2000,True,75.0,50.075,-24.925,-24.925
ton_scanning,svc_rbf,own_transformer,2044,2000,True,95.375,95.15,-0.225,-0.225
ton_scanning,svc_rbf,inc_scaler_indep_pca,2044,2000,True,95.35,95.325,-0.025,-0.025
ton_scanning,svc_rbf,indep_scaler_inc_pca,2044,2000,True,74.075,50.05,-24.025,-24.025
ton_scanning,svc_rbf,independent,2045,2000,False,95.325,95.1,-0.225,0.225
ton_scanning,svc_rbf,own_transformer,2045,2000,False,95.2,95.975,0.775,-0.775
ton_scanning,svc_rbf,inc_scaler_indep_pca,2045,2000,False,90.325,88.175,-2.15,2.15
ton_scanning,svc_rbf,indep_scaler_inc_pca,2045,2000,False,95.7,95.225,-0.475,0.475
ton_scanning,svc_rbf,independent,2046,2000,True,96.625,96.475,-0.15,-0.15
ton_scanning,svc_rbf,own_transformer,2046,2000,True,96.8,96.75,-0.05,-0.05
ton_scanning,svc_rbf,inc_scaler_indep_pca,2046,2000,True,74.925,74.9,-0.025,-0.025
ton_scanning,svc_rbf,indep_scaler_inc_pca,2046,2000,True,96.025,96.225,0.2,0.2
ton_scanning,svc_rbf,independent,2047,2000,True,96.675,96.65,-0.025,-0.025
ton_scanning,svc_rbf,own_transformer,2047,2000,True,96.675,96.5,-0.175,-0.175
ton_scanning,svc_rbf,inc_scaler_indep_pca,2047,2000,True,96.075,76.45,-19.625,-19.625
ton_scanning,svc_rbf,indep_scaler_inc_pca,2047,2000,True,87.675,96.55,8.875,8.875
ton_scanning,svc_rbf,independent,2048,2000,True,96.525,96.625,0.1,0.1
ton_scanning,svc_rbf,own_transformer,2048,2000,True,96.75,96.125,-0.625,-0.625
ton_scanning,svc_rbf,inc_scaler_indep_pca,2048,2000,True,96.825,75.375,-21.45,-21.45
ton_scanning,svc_rbf,indep_scaler_inc_pca,2048,2000,True,87.45,94.525,7.075,7.075
ton_scanning,svc_rbf,independent,2049,2000,False,50.025,96.65,46.625,-46.625
ton_scanning,svc_rbf,own_transformer,2049,2000,False,97.075,95.7,-1.375,1.375
ton_scanning,svc_rbf,inc_scaler_indep_pca,2049,2000,False,95.525,75.275,-20.25,20.25
ton_scanning,svc_rbf,indep_scaler_inc_pca,2049,2000,False,50.025,74.675,24.65,-24.65
ton_scanning,svc_rbf,independent,2050,2000,True,96.25,96.25,0.0,0.0
ton_scanning,svc_rbf,own_transformer,2050,2000,True,95.9,96.225,0.325,0.325
ton_scanning,svc_rbf,inc_scaler_indep_pca,2050,2000,True,96.025,86.475,-9.55,-9.55
ton_scanning,svc_rbf,indep_scaler_inc_pca,2050,2000,True,95.8,95.2,-0.6,-0.6
ton_scanning,svc_rbf,independent,2051,2000,False,74.3,94.975,20.675,-20.675
ton_scanning,svc_rbf,own_transformer,2051,2000,False,96.125,96.2,0.075,-0.075
ton_scanning,svc_rbf,inc_scaler_indep_pca,2051,2000,False,94.175,94.1,-0.075,0.075
ton_scanning,svc_rbf,indep_scaler_inc_pca,2051,2000,False,74.05,94.75,20.7,-20.7
ton_scanning,svc_rbf,independent,2052,2000,False,91.55,76.4,-15.15,15.15
ton_scanning,svc_rbf,own_transformer,2052,2000,False,96.525,96.9,0.375,-0.375
ton_scanning,svc_rbf,inc_scaler_indep_pca,2052,2000,False,76.0,50.0,-26.0,26.0
ton_scanning,svc_rbf,indep_scaler_inc_pca,2052,2000,False,76.475,76.275,-0.2,0.2
ton_scanning,svc_rbf,independent,2053,2000,False,96.625,96.325,-0.3,0.3
ton_scanning,svc_rbf,own_transformer,2053,2000,False,96.525,96.675,0.15,-0.15
ton_scanning,svc_rbf,inc_scaler_indep_pca,2053,2000,False,74.675,50.025,-24.65,24.65
ton_scanning,svc_rbf,indep_scaler_inc_pca,2053,2000,False,96.55,86.725,-9.825,9.825
ton_scanning,svc_rbf,independent,2054,2000,True,50.0,50.0,0.0,0.0
ton_scanning,svc_rbf,own_transformer,2054,2000,True,96.025,95.6,-0.425,-0.425
ton_scanning,svc_rbf,inc_scaler_indep_pca,2054,2000,True,96.2,96.175,-0.025,-0.025
ton_scanning,svc_rbf,indep_scaler_inc_pca,2054,2000,True,50.0,50.0,0.0,0.0
ton_scanning,svc_rbf,independent,2055,2000,False,49.975,50.025,0.05,-0.05
ton_scanning,svc_rbf,own_transformer,2055,2000,False,96.675,96.775,0.1,-0.1
ton_scanning,svc_rbf,inc_scaler_indep_pca,2055,2000,False,96.675,96.6,-0.075,0.075
ton_scanning,svc_rbf,indep_scaler_inc_pca,2055,2000,False,49.975,50.025,0.05,-0.05
ton_scanning,svc_rbf,independent,2056,2000,False,76.125,96.1,19.975,-19.975
ton_scanning,svc_rbf,own_transformer,2056,2000,False,96.55,96.7,0.15,-0.15
ton_scanning,svc_rbf,inc_scaler_indep_pca,2056,2000,False,96.675,91.625,-5.05,5.05
ton_scanning,svc_rbf,indep_scaler_inc_pca,2056,2000,False,76.0,90.5,14.5,-14.5
ton_scanning,svc_rbf,independent,2057,2000,True,96.55,96.6,0.05,0.05
ton_scanning,svc_rbf,own_transformer,2057,2000,True,96.925,96.375,-0.55,-0.55
ton_scanning,svc_rbf,inc_scaler_indep_pca,2057,2000,True,75.0,50.05,-24.95,-24.95
